time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.front_left,.front_right,.rear_left,.rear_right
2021/09/10/13:52:49.457789,2008,1631296369,457576751,,56.0,60.0,62.0,64.0
2021/09/10/13:52:49.483816,2009,1631296369,483503580,,59.0,60.0,62.0,64.0
2021/09/10/13:52:49.499583,2010,1631296369,499408006,,59.0,60.0,62.0,64.0
2021/09/10/13:52:49.525633,2011,1631296369,525425195,,59.0,60.0,62.0,64.0
2021/09/10/13:52:49.541793,2012,1631296369,541464090,,59.0,60.0,62.0,64.0
2021/09/10/13:52:49.557842,2013,1631296369,557454586,,59.0,60.0,63.0,64.0
2021/09/10/13:52:49.584163,2014,1631296369,583497285,,59.0,60.0,63.0,66.0
2021/09/10/13:52:49.600137,2015,1631296369,599497795,,59.0,63.0,63.0,66.0
2021/09/10/13:52:49.626057,2016,1631296369,625336885,,59.0,63.0,63.0,66.0
2021/09/10/13:52:49.642189,2017,1631296369,641388654,,59.0,63.0,63.0,66.0
2021/09/10/13:52:49.658415,2018,1631296369,657394647,,59.0,63.0,63.0,66.0
2021/09/10/13:52:49.684914,2019,1631296369,684322357,,62.0,63.0,63.0,66.0
2021/09/10/13:52:49.701027,2020,1631296369,700319528,,62.0,63.0,63.0,66.0
2021/09/10/13:52:49.727020,2021,1631296369,726188659,,62.0,63.0,63.0,66.0
2021/09/10/13:52:49.742935,2022,1631296369,742205142,,62.0,63.0,67.0,66.0
2021/09/10/13:52:49.758654,2023,1631296369,758149623,,62.0,68.0,67.0,70.0
2021/09/10/13:52:49.784563,2024,1631296369,784012556,,62.0,68.0,67.0,70.0
2021/09/10/13:52:49.800437,2025,1631296369,799953222,,62.0,68.0,67.0,70.0
2021/09/10/13:52:49.826737,2026,1631296369,825948953,,62.0,68.0,67.0,70.0
2021/09/10/13:52:49.842478,2027,1631296369,841960430,,62.0,68.0,67.0,70.0
2021/09/10/13:52:49.859089,2028,1631296369,857942342,,65.0,68.0,67.0,70.0
2021/09/10/13:52:49.884463,2029,1631296369,883886337,,65.0,68.0,67.0,70.0
2021/09/10/13:52:49.900402,2030,1631296369,899854421,,65.0,68.0,67.0,70.0
2021/09/10/13:52:49.926545,2031,1631296369,925709724,,65.0,68.0,68.0,72.0
2021/09/10/13:52:49.942594,2032,1631296369,941746711,,65.0,72.0,68.0,72.0
2021/09/10/13:52:49.958755,2033,1631296369,957749843,,65.0,72.0,68.0,72.0
2021/09/10/13:52:49.984175,2034,1631296369,983675956,,65.0,72.0,68.0,72.0
