time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.front_left,.front_right,.rear_left,.rear_right
2021/09/10/15:31:54.771036,1,1631302314,770696163,,1.0,1.0,1.0,1.0
2021/09/10/15:31:54.787111,2,1631302314,786670684,,1.0,1.0,1.0,1.0
2021/09/10/15:31:54.813246,3,1631302314,812645435,,1.0,1.0,1.0,1.0
2021/09/10/15:31:54.829626,4,1631302314,828623294,,1.0,1.0,1.0,1.0
2021/09/10/15:31:54.845267,5,1631302314,844645261,,1.0,1.0,1.0,1.0
2021/09/10/15:31:54.872047,6,1631302314,871575832,,1.0,1.0,1.0,1.0
2021/09/10/15:31:54.888243,7,1631302314,887480497,,1.0,1.0,1.0,1.0
2021/09/10/15:31:54.913836,8,1631302314,913441896,,1.0,1.0,1.0,1.0
2021/09/10/15:31:54.930087,9,1631302314,929404735,,1.0,1.0,1.0,1.0
2021/09/10/15:31:54.945814,10,1631302314,945383548,,1.0,1.0,1.0,1.0
2021/09/10/15:31:54.972077,11,1631302314,971463918,,24.0,1.0,1.0,1.0
2021/09/10/15:31:54.987946,12,1631302314,987363100,,24.0,1.0,1.0,1.0
2021/09/10/15:31:55.013940,13,1631302315,13482809,,24.0,1.0,1.0,1.0
2021/09/10/15:31:55.029587,14,1631302315,29203891,,24.0,1.0,1.0,1.0
2021/09/10/15:31:55.045477,15,1631302315,45170068,,24.0,29.0,1.0,1.0
2021/09/10/15:31:55.071540,16,1631302315,71133613,,24.0,29.0,34.0,1.0
2021/09/10/15:31:55.087611,17,1631302315,87177276,,24.0,29.0,34.0,1.0
2021/09/10/15:31:55.113980,18,1631302315,113292932,,24.0,29.0,34.0,37.0
2021/09/10/15:31:55.129390,19,1631302315,129063367,,24.0,29.0,34.0,37.0
2021/09/10/15:31:55.145402,20,1631302315,145038604,,24.0,29.0,34.0,37.0
2021/09/10/15:31:55.172049,21,1631302315,171234130,,24.0,29.0,34.0,37.0
2021/09/10/15:31:55.187429,22,1631302315,187039613,,24.0,29.0,34.0,37.0
2021/09/10/15:31:55.213804,23,1631302315,213107824,,24.0,29.0,34.0,37.0
2021/09/10/15:31:55.229199,24,1631302315,228855609,,24.0,29.0,34.0,37.0
2021/09/10/15:31:55.245234,25,1631302315,244840383,,24.0,29.0,34.0,37.0
2021/09/10/15:31:55.271541,26,1631302315,271005630,,40.0,29.0,34.0,37.0
2021/09/10/15:31:55.287330,27,1631302315,286794900,,40.0,29.0,34.0,37.0
2021/09/10/15:31:55.313109,28,1631302315,312711238,,40.0,43.0,34.0,37.0
2021/09/10/15:31:55.329048,29,1631302315,328687429,,40.0,43.0,47.0,37.0
2021/09/10/15:31:55.344895,30,1631302315,344596624,,40.0,43.0,47.0,37.0
2021/09/10/15:31:55.371496,31,1631302315,370795726,,40.0,43.0,47.0,49.0
2021/09/10/15:31:55.386878,32,1631302315,386580705,,40.0,43.0,47.0,49.0
2021/09/10/15:31:55.413323,33,1631302315,412697076,,40.0,43.0,47.0,49.0
