time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.front_left,.front_right,.rear_left,.rear_right
2021/09/10/14:02:36.538216,16092,1631296956,538021564,,1.0,1.0,1.0,1.0
2021/09/10/14:02:36.564423,16093,1631296956,564019441,,1.0,1.0,1.0,1.0
2021/09/10/14:02:36.580612,16094,1631296956,580003499,,1.0,1.0,1.0,1.0
2021/09/10/14:02:36.596694,16095,1631296956,596012830,,1.0,1.0,1.0,1.0
2021/09/10/14:02:36.622653,16096,1631296956,622047662,,1.0,1.0,1.0,1.0
2021/09/10/14:02:36.638485,16097,1631296956,637957096,,1.0,1.0,1.0,1.0
2021/09/10/14:02:36.664704,16098,1631296956,663970708,,1.0,1.0,1.0,1.0
2021/09/10/14:02:36.680851,16099,1631296956,679890871,,1.0,1.0,1.0,1.0
2021/09/10/14:02:36.696586,16100,1631296956,695829391,,1.0,1.0,1.0,1.0
2021/09/10/14:02:36.722375,16101,1631296956,721853971,,1.0,1.0,1.0,1.0
2021/09/10/14:02:36.737833,16102,1631296956,737643480,,1.0,1.0,1.0,1.0
2021/09/10/14:02:36.763992,16103,1631296956,763675928,,1.0,1.0,1.0,1.0
2021/09/10/14:02:36.780155,16104,1631296956,779644250,,1.0,1.0,1.0,1.0
2021/09/10/14:02:36.796058,16105,1631296956,795619487,,1.0,1.0,1.0,1.0
2021/09/10/14:02:36.823415,16106,1631296956,822787761,,1.0,1.0,1.0,1.0
2021/09/10/14:02:36.839420,16107,1631296956,838588237,,1.0,1.0,1.0,1.0
2021/09/10/14:02:36.865259,16108,1631296956,864603519,,1.0,1.0,1.0,1.0
2021/09/10/14:02:36.881251,16109,1631296956,880558729,,1.0,1.0,1.0,1.0
2021/09/10/14:02:36.897118,16110,1631296956,896524190,,1.0,1.0,1.0,1.0
2021/09/10/14:02:36.923273,16111,1631296956,922511339,,0.0,1.0,1.0,1.0
2021/09/10/14:02:36.939288,16112,1631296956,938515901,,0.0,1.0,1.0,1.0
2021/09/10/14:02:37.026269,16113,1631296957,25679111,,0.0,1.0,1.0,1.0
