time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.front_left,.front_right,.rear_left,.rear_right
2021/09/10/15:18:06.840409,48611,1631301486,840092897,,3.0,2.0,3.0,3.0
2021/09/10/15:18:06.867776,48612,1631301486,867152929,,3.0,2.0,3.0,3.0
2021/09/10/15:18:06.883622,48613,1631301486,883074045,,3.0,2.0,3.0,3.0
2021/09/10/15:18:06.909452,48614,1631301486,909006834,,3.0,1.0,3.0,3.0
2021/09/10/15:18:06.925743,48615,1631301486,925113916,,3.0,1.0,3.0,3.0
2021/09/10/15:18:07.012885,48616,1631301487,12359619,,3.0,1.0,3.0,3.0
2021/09/10/15:18:07.015571,48617,1631301487,14929056,,3.0,1.0,3.0,2.0
2021/09/10/15:18:07.016594,48618,1631301487,15884876,,3.0,1.0,3.0,2.0
2021/09/10/15:18:07.040568,48619,1631301487,39845943,,3.0,1.0,3.0,2.0
2021/09/10/15:18:07.041402,48620,1631301487,40968179,,3.0,1.0,3.0,2.0
2021/09/10/15:18:07.067536,48621,1631301487,66937208,,3.0,1.0,3.0,2.0
2021/09/10/15:18:07.083253,48622,1631301487,82717895,,3.0,1.0,3.0,2.0
2021/09/10/15:18:07.109668,48623,1631301487,108779430,,3.0,1.0,3.0,2.0
2021/09/10/15:18:07.125559,48624,1631301487,124726057,,3.0,1.0,3.0,2.0
2021/09/10/15:18:07.141181,48625,1631301487,140708446,,3.0,1.0,3.0,2.0
2021/09/10/15:18:07.167050,48626,1631301487,166603088,,3.0,1.0,3.0,2.0
2021/09/10/15:18:07.183168,48627,1631301487,182625532,,3.0,1.0,3.0,2.0
2021/09/10/15:18:07.209180,48628,1631301487,208571672,,3.0,1.0,3.0,2.0
2021/09/10/15:18:07.224921,48629,1631301487,224477291,,3.0,1.0,3.0,2.0
2021/09/10/15:18:07.241108,48630,1631301487,240516901,,3.0,1.0,3.0,2.0
2021/09/10/15:18:07.267095,48631,1631301487,266374349,,3.0,1.0,3.0,2.0
2021/09/10/15:18:07.282861,48632,1631301487,282331228,,3.0,1.0,3.0,2.0
2021/09/10/15:18:07.308852,48633,1631301487,308355093,,3.0,1.0,3.0,2.0
2021/09/10/15:18:07.325326,48634,1631301487,324462652,,3.0,1.0,3.0,2.0
2021/09/10/15:18:07.340826,48635,1631301487,340270280,,3.0,1.0,3.0,2.0
2021/09/10/15:18:07.366915,48636,1631301487,366331338,,3.0,1.0,3.0,2.0
2021/09/10/15:18:07.382729,48637,1631301487,382237672,,3.0,1.0,3.0,2.0
2021/09/10/15:18:07.409003,48638,1631301487,408248662,,3.0,1.0,3.0,2.0
2021/09/10/15:18:07.424356,48639,1631301487,424053668,,3.0,1.0,3.0,2.0
2021/09/10/15:18:07.440482,48640,1631301487,440068960,,3.0,1.0,3.0,2.0
2021/09/10/15:18:07.467478,48641,1631301487,467058658,,3.0,1.0,3.0,2.0
2021/09/10/15:18:07.483217,48642,1631301487,482956409,,3.0,1.0,3.0,2.0
2021/09/10/15:18:07.509853,48643,1631301487,509089708,,3.0,1.0,3.0,2.0
2021/09/10/15:18:07.525196,48644,1631301487,524873495,,3.0,1.0,3.0,2.0
2021/09/10/15:18:07.541292,48645,1631301487,540889024,,3.0,1.0,3.0,2.0
2021/09/10/15:18:07.567549,48646,1631301487,567282676,,3.0,1.0,3.0,2.0
2021/09/10/15:18:07.583086,48647,1631301487,582772016,,3.0,1.0,3.0,2.0
2021/09/10/15:18:07.609373,48648,1631301487,608790159,,3.0,1.0,3.0,2.0
2021/09/10/15:18:07.625035,48649,1631301487,624718189,,3.0,1.0,3.0,2.0
2021/09/10/15:18:07.641088,48650,1631301487,640730142,,3.0,1.0,3.0,2.0
2021/09/10/15:18:07.666924,48651,1631301487,666631937,,3.0,1.0,3.0,2.0
