time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.front_left,.front_right,.rear_left,.rear_right
2021/09/10/15:13:11.368274,40540,1631301191,367850780,,1.0,1.0,1.0,1.0
2021/09/10/15:13:11.384161,40541,1631301191,383810281,,1.0,1.0,1.0,1.0
2021/09/10/15:13:11.410527,40542,1631301191,409859657,,1.0,1.0,1.0,1.0
2021/09/10/15:13:11.426478,40543,1631301191,425785064,,1.0,1.0,1.0,1.0
2021/09/10/15:13:11.442436,40544,1631301191,441722631,,1.0,1.0,1.0,1.0
2021/09/10/15:13:11.468387,40545,1631301191,467726469,,1.0,1.0,1.0,1.0
2021/09/10/15:13:11.484462,40546,1631301191,483628034,,1.0,1.0,1.0,1.0
2021/09/10/15:13:11.510166,40547,1631301191,509650945,,1.0,1.0,1.0,1.0
2021/09/10/15:13:11.526200,40548,1631301191,525618314,,1.0,1.0,1.0,1.0
2021/09/10/15:13:11.542413,40549,1631301191,541617870,,1.0,1.0,1.0,1.0
2021/09/10/15:13:11.568362,40550,1631301191,567589044,,1.0,1.0,1.0,1.0
2021/09/10/15:13:11.584005,40551,1631301191,583474874,,1.0,1.0,1.0,1.0
2021/09/10/15:13:11.610253,40552,1631301191,609449148,,1.0,1.0,1.0,1.0
2021/09/10/15:13:11.626166,40553,1631301191,625445604,,1.0,1.0,1.0,1.0
2021/09/10/15:13:11.641995,40554,1631301191,641419172,,1.0,1.0,1.0,1.0
2021/09/10/15:13:11.668363,40555,1631301191,667487144,,1.0,1.0,1.0,1.0
2021/09/10/15:13:11.684019,40556,1631301191,683353185,,1.0,1.0,1.0,1.0
2021/09/10/15:13:11.709852,40557,1631301191,709317684,,1.0,1.0,1.0,1.0
2021/09/10/15:13:11.725814,40558,1631301191,725229740,,1.0,1.0,1.0,1.0
2021/09/10/15:13:11.741639,40559,1631301191,741167545,,1.0,1.0,1.0,1.0
2021/09/10/15:13:11.768642,40560,1631301191,768176794,,1.0,1.0,1.0,1.0
2021/09/10/15:13:11.784772,40561,1631301191,784114837,,1.0,1.0,1.0,1.0
2021/09/10/15:13:11.810744,40562,1631301191,810025453,,1.0,1.0,1.0,1.0
2021/09/10/15:13:11.826888,40563,1631301191,826070308,,1.0,1.0,1.0,1.0
2021/09/10/15:13:11.842740,40564,1631301191,842008590,,1.0,1.0,1.0,1.0
2021/09/10/15:13:11.868835,40565,1631301191,867999315,,1.0,1.0,1.0,1.0
2021/09/10/15:13:11.884647,40566,1631301191,883904695,,1.0,1.0,1.0,1.0
2021/09/10/15:13:11.910521,40567,1631301191,909859180,,1.0,1.0,1.0,1.0
2021/09/10/15:13:11.926680,40568,1631301191,925937652,,1.0,1.0,1.0,1.0
2021/09/10/15:13:12.013707,40569,1631301192,13159990,,1.0,1.0,1.0,1.0
2021/09/10/15:13:12.016143,40570,1631301192,15712976,,1.0,1.0,1.0,1.0
2021/09/10/15:13:12.017167,40571,1631301192,16644716,,1.0,1.0,1.0,1.0
2021/09/10/15:13:12.041111,40572,1631301192,40600776,,1.0,1.0,1.0,1.0
2021/09/10/15:13:12.041927,40573,1631301192,41548490,,1.0,1.0,1.0,1.0
2021/09/10/15:13:12.068297,40574,1631301192,67626476,,1.0,1.0,1.0,1.0
2021/09/10/15:13:12.084307,40575,1631301192,83540678,,1.0,1.0,1.0,1.0
2021/09/10/15:13:12.110230,40576,1631301192,109509229,,1.0,1.0,1.0,1.0
2021/09/10/15:13:12.126090,40577,1631301192,125488996,,1.0,1.0,1.0,1.0
2021/09/10/15:13:12.142236,40578,1631301192,141523361,,1.0,1.0,1.0,1.0
2021/09/10/15:13:12.167859,40579,1631301192,167429447,,1.0,1.0,1.0,1.0
2021/09/10/15:13:12.184079,40580,1631301192,183426856,,1.0,1.0,1.0,1.0
2021/09/10/15:13:12.210225,40581,1631301192,209415674,,1.0,1.0,1.0,1.0
2021/09/10/15:13:12.226103,40582,1631301192,225363731,,1.0,1.0,1.0,1.0
2021/09/10/15:13:12.241868,40583,1631301192,241350173,,1.0,1.0,1.0,1.0
2021/09/10/15:13:12.268326,40584,1631301192,267410993,,1.0,1.0,1.0,1.0
2021/09/10/15:13:12.283575,40585,1631301192,283180713,,1.0,1.0,1.0,1.0
2021/09/10/15:13:12.309801,40586,1631301192,309220314,,1.0,1.0,1.0,1.0
2021/09/10/15:13:12.325622,40587,1631301192,325153350,,1.0,1.0,1.0,1.0
2021/09/10/15:13:12.342107,40588,1631301192,341227531,,1.0,1.0,1.0,1.0
2021/09/10/15:13:12.368832,40589,1631301192,368244647,,1.0,1.0,1.0,1.0
2021/09/10/15:13:12.384933,40590,1631301192,384072303,,1.0,1.0,1.0,1.0
2021/09/10/15:13:12.410432,40591,1631301192,409972667,,1.0,1.0,1.0,1.0
2021/09/10/15:13:12.426614,40592,1631301192,425995111,,1.0,1.0,1.0,1.0
2021/09/10/15:13:12.442055,40593,1631301192,441781759,,1.0,1.0,1.0,1.0
2021/09/10/15:13:12.468431,40594,1631301192,467940330,,1.0,1.0,1.0,1.0
2021/09/10/15:13:12.484113,40595,1631301192,483809947,,1.0,1.0,1.0,1.0
2021/09/10/15:13:12.510289,40596,1631301192,509842872,,1.0,1.0,1.0,1.0
2021/09/10/15:13:12.526046,40597,1631301192,525768995,,1.0,1.0,1.0,1.0
2021/09/10/15:13:12.542251,40598,1631301192,541807651,,1.0,1.0,1.0,1.0
2021/09/10/15:13:12.568974,40599,1631301192,567695140,,1.0,1.0,1.0,1.0
2021/09/10/15:13:12.584197,40600,1631301192,583735227,,1.0,1.0,1.0,1.0
2021/09/10/15:13:12.610366,40601,1631301192,609705448,,1.0,1.0,1.0,1.0
2021/09/10/15:13:12.626076,40602,1631301192,625663518,,1.0,1.0,1.0,1.0
2021/09/10/15:13:12.641847,40603,1631301192,641532659,,1.0,1.0,1.0,1.0
2021/09/10/15:13:12.668108,40604,1631301192,667593717,,1.0,1.0,1.0,1.0
2021/09/10/15:13:12.683834,40605,1631301192,683501243,,1.0,1.0,1.0,1.0
2021/09/10/15:13:12.710036,40606,1631301192,709493875,,1.0,1.0,1.0,1.0
2021/09/10/15:13:12.725746,40607,1631301192,725417613,,1.0,1.0,1.0,1.0
2021/09/10/15:13:12.741784,40608,1631301192,741414308,,1.0,1.0,1.0,1.0
2021/09/10/15:13:12.767615,40609,1631301192,767359733,,1.0,1.0,1.0,1.0
2021/09/10/15:13:12.783623,40610,1631301192,783338069,,1.0,1.0,1.0,1.0
2021/09/10/15:13:12.810029,40611,1631301192,809405565,,1.0,1.0,1.0,1.0
2021/09/10/15:13:12.825549,40612,1631301192,825211048,,1.0,1.0,1.0,1.0
2021/09/10/15:13:12.841484,40613,1631301192,841177225,,1.0,1.0,1.0,1.0
2021/09/10/15:13:12.867927,40614,1631301192,867248773,,1.0,1.0,1.0,1.0
2021/09/10/15:13:12.883496,40615,1631301192,883141279,,1.0,1.0,1.0,1.0
2021/09/10/15:13:12.909939,40616,1631301192,909168481,,1.0,1.0,1.0,1.0
2021/09/10/15:13:12.925516,40617,1631301192,925040245,,1.0,1.0,1.0,1.0
2021/09/10/15:13:12.941218,40618,1631301192,940931797,,1.0,1.0,1.0,1.0
2021/09/10/15:13:12.969157,40619,1631301192,968252420,,1.0,1.0,1.0,1.0
2021/09/10/15:13:12.984256,40620,1631301192,983925580,,1.0,1.0,1.0,1.0
2021/09/10/15:13:13.010561,40621,1631301193,9961843,,1.0,1.0,1.0,1.0
2021/09/10/15:13:13.026458,40622,1631301193,25838136,,1.0,1.0,1.0,1.0
2021/09/10/15:13:13.042089,40623,1631301193,41761875,,1.0,1.0,1.0,1.0
2021/09/10/15:13:13.068230,40624,1631301193,67760467,,1.0,1.0,1.0,1.0
2021/09/10/15:13:13.084067,40625,1631301193,83723545,,1.0,1.0,1.0,1.0
2021/09/10/15:13:13.110234,40626,1631301193,109754800,,1.0,1.0,1.0,1.0
2021/09/10/15:13:13.125983,40627,1631301193,125623941,,1.0,1.0,1.0,19.0
2021/09/10/15:13:13.141924,40628,1631301193,141608476,,19.0,25.0,1.0,19.0
2021/09/10/15:13:13.167949,40629,1631301193,167548179,,19.0,25.0,20.0,19.0
2021/09/10/15:13:13.183753,40630,1631301193,183509349,,19.0,25.0,20.0,19.0
2021/09/10/15:13:13.210079,40631,1631301193,209527015,,19.0,25.0,20.0,19.0
2021/09/10/15:13:13.225718,40632,1631301193,225427627,,19.0,25.0,20.0,19.0
2021/09/10/15:13:13.241672,40633,1631301193,241388320,,19.0,25.0,20.0,19.0
2021/09/10/15:13:13.267802,40634,1631301193,267488718,,19.0,25.0,20.0,19.0
2021/09/10/15:13:13.283781,40635,1631301193,283420801,,19.0,25.0,20.0,19.0
2021/09/10/15:13:13.309769,40636,1631301193,309355974,,19.0,25.0,20.0,19.0
2021/09/10/15:13:13.325574,40637,1631301193,325275659,,19.0,25.0,20.0,19.0
2021/09/10/15:13:13.341787,40638,1631301193,341337919,,19.0,25.0,20.0,19.0
2021/09/10/15:13:13.367476,40639,1631301193,367208003,,19.0,25.0,20.0,19.0
2021/09/10/15:13:13.383523,40640,1631301193,383164167,,19.0,25.0,20.0,19.0
2021/09/10/15:13:13.409623,40641,1631301193,409127473,,19.0,25.0,20.0,19.0
2021/09/10/15:13:13.425369,40642,1631301193,425092220,,19.0,25.0,20.0,19.0
2021/09/10/15:13:13.441261,40643,1631301193,441018342,,19.0,25.0,20.0,19.0
2021/09/10/15:13:13.468632,40644,1631301193,468158245,,19.0,25.0,20.0,19.0
2021/09/10/15:13:13.484266,40645,1631301193,483969926,,19.0,25.0,20.0,19.0
2021/09/10/15:13:13.510587,40646,1631301193,510023832,,19.0,33.0,20.0,30.0
2021/09/10/15:13:13.526240,40647,1631301193,525916814,,19.0,33.0,33.0,30.0
2021/09/10/15:13:13.542398,40648,1631301193,541836977,,19.0,33.0,33.0,30.0
2021/09/10/15:13:13.568974,40649,1631301193,568076610,,19.0,33.0,33.0,30.0
2021/09/10/15:13:13.584078,40650,1631301193,583779096,,27.0,33.0,33.0,30.0
2021/09/10/15:13:13.610339,40651,1631301193,609755992,,27.0,33.0,33.0,30.0
2021/09/10/15:13:13.626187,40652,1631301193,625773191,,27.0,33.0,33.0,30.0
2021/09/10/15:13:13.642078,40653,1631301193,641616582,,27.0,33.0,33.0,30.0
2021/09/10/15:13:13.668096,40654,1631301193,667761802,,27.0,33.0,33.0,30.0
2021/09/10/15:13:13.683837,40655,1631301193,683552265,,27.0,33.0,33.0,30.0
2021/09/10/15:13:13.710577,40656,1631301193,709740638,,27.0,33.0,33.0,30.0
2021/09/10/15:13:13.725844,40657,1631301193,725552082,,27.0,33.0,33.0,30.0
2021/09/10/15:13:13.741973,40658,1631301193,741473197,,27.0,33.0,33.0,30.0
2021/09/10/15:13:13.768353,40659,1631301193,767618417,,27.0,33.0,33.0,30.0
2021/09/10/15:13:13.783764,40660,1631301193,783417463,,27.0,33.0,33.0,30.0
2021/09/10/15:13:13.809870,40661,1631301193,809456110,,27.0,33.0,33.0,30.0
2021/09/10/15:13:13.825661,40662,1631301193,825348854,,27.0,39.0,33.0,30.0
2021/09/10/15:13:13.841733,40663,1631301193,841361999,,27.0,39.0,33.0,35.0
2021/09/10/15:13:13.867878,40664,1631301193,867367744,,27.0,39.0,35.0,35.0
2021/09/10/15:13:13.883621,40665,1631301193,883215427,,27.0,39.0,35.0,35.0
2021/09/10/15:13:13.909792,40666,1631301193,909287691,,27.0,39.0,35.0,35.0
2021/09/10/15:13:13.925712,40667,1631301193,925216197,,34.0,39.0,35.0,35.0
2021/09/10/15:13:13.941393,40668,1631301193,941082954,,34.0,39.0,35.0,35.0
2021/09/10/15:13:13.968606,40669,1631301193,968184709,,34.0,39.0,35.0,35.0
2021/09/10/15:13:13.984382,40670,1631301193,984059572,,34.0,39.0,35.0,35.0
