time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.front_left,.front_right,.rear_left,.rear_right
2021/09/10/14:41:26.348322,3471,1631299286,348053693,,9.0,0.0,12.0,0.0
2021/09/10/14:41:26.375558,3472,1631299286,375143051,,9.0,0.0,12.0,0.0
2021/09/10/14:41:26.391460,3473,1631299286,391052246,,9.0,0.0,12.0,0.0
2021/09/10/14:41:26.417669,3474,1631299286,417036771,,9.0,0.0,12.0,0.0
2021/09/10/14:41:26.433895,3475,1631299286,433121681,,9.0,0.0,12.0,0.0
2021/09/10/14:41:26.449633,3476,1631299286,448990106,,9.0,0.0,12.0,0.0
2021/09/10/14:41:26.475596,3477,1631299286,475057125,,9.0,0.0,11.0,0.0
2021/09/10/14:41:26.491407,3478,1631299286,490863561,,9.0,0.0,11.0,0.0
2021/09/10/14:41:26.517476,3479,1631299286,516893148,,9.0,0.0,11.0,0.0
2021/09/10/14:41:26.533573,3480,1631299286,532862186,,9.0,0.0,11.0,0.0
2021/09/10/14:41:26.549934,3481,1631299286,548903226,,9.0,0.0,11.0,0.0
2021/09/10/14:41:26.575375,3482,1631299286,574681520,,9.0,0.0,10.0,0.0
2021/09/10/14:41:26.591238,3483,1631299286,590704679,,9.0,0.0,10.0,0.0
2021/09/10/14:41:26.617363,3484,1631299286,616774082,,9.0,0.0,10.0,0.0
2021/09/10/14:41:26.633315,3485,1631299286,632682323,,9.0,0.0,10.0,0.0
2021/09/10/14:41:26.649139,3486,1631299286,648694276,,9.0,0.0,10.0,0.0
2021/09/10/14:41:26.675639,3487,1631299286,674668550,,9.0,0.0,9.0,0.0
2021/09/10/14:41:26.691825,3488,1631299286,690599918,,9.0,0.0,9.0,0.0
2021/09/10/14:41:26.716935,3489,1631299286,716497421,,9.0,0.0,9.0,0.0
2021/09/10/14:41:26.732916,3490,1631299286,732509136,,9.0,0.0,9.0,0.0
2021/09/10/14:41:26.749157,3491,1631299286,748508930,,9.0,0.0,9.0,5.0
2021/09/10/14:41:26.775589,3492,1631299286,774502277,,9.0,0.0,9.0,5.0
2021/09/10/14:41:26.791259,3493,1631299286,790432214,,9.0,0.0,9.0,5.0
2021/09/10/14:41:26.817160,3494,1631299286,816401243,,9.0,0.0,8.0,5.0
2021/09/10/14:41:26.832936,3495,1631299286,832323312,,9.0,0.0,8.0,5.0
2021/09/10/14:41:26.848791,3496,1631299286,848246574,,9.0,0.0,8.0,5.0
2021/09/10/14:41:26.875074,3497,1631299286,874348163,,9.0,0.0,8.0,5.0
2021/09/10/14:41:26.890873,3498,1631299286,890238285,,9.0,0.0,8.0,5.0
2021/09/10/14:41:26.916887,3499,1631299286,916275501,,9.0,0.0,8.0,5.0
2021/09/10/14:41:26.932763,3500,1631299286,932120084,,9.0,0.0,8.0,5.0
2021/09/10/14:41:27.020125,3501,1631299287,19456148,,9.0,0.0,8.0,5.0
2021/09/10/14:41:27.022621,3502,1631299287,22149324,,9.0,0.0,7.0,5.0
2021/09/10/14:41:27.023356,3503,1631299287,22937774,,9.0,0.0,7.0,5.0
2021/09/10/14:41:27.047374,3504,1631299287,46940565,,9.0,0.0,7.0,5.0
2021/09/10/14:41:27.047920,3505,1631299287,47571659,,9.0,0.0,7.0,5.0
2021/09/10/14:41:27.074618,3506,1631299287,73972463,,9.0,0.0,7.0,5.0
2021/09/10/14:41:27.090396,3507,1631299287,89925527,,9.0,0.0,7.0,5.0
2021/09/10/14:41:27.116518,3508,1631299287,115893602,,9.0,0.0,7.0,5.0
2021/09/10/14:41:27.132499,3509,1631299287,131809949,,9.0,0.0,7.0,5.0
2021/09/10/14:41:27.147982,3510,1631299287,147669553,,9.0,0.0,7.0,5.0
2021/09/10/14:41:27.174360,3511,1631299287,173777580,,9.0,0.0,7.0,5.0
2021/09/10/14:41:27.190347,3512,1631299287,189708948,,8.0,0.0,6.0,5.0
2021/09/10/14:41:27.216604,3513,1631299287,215734481,,8.0,4.0,6.0,5.0
2021/09/10/14:41:27.232124,3514,1631299287,231660127,,8.0,4.0,6.0,5.0
2021/09/10/14:41:27.248417,3515,1631299287,247624635,,8.0,4.0,6.0,5.0
2021/09/10/14:41:27.275352,3516,1631299287,274664640,,8.0,4.0,6.0,5.0
2021/09/10/14:41:27.291006,3517,1631299287,290487766,,8.0,4.0,6.0,5.0
2021/09/10/14:41:27.316967,3518,1631299287,316451549,,8.0,4.0,6.0,5.0
2021/09/10/14:41:27.333065,3519,1631299287,332504749,,8.0,4.0,6.0,5.0
2021/09/10/14:41:27.349046,3520,1631299287,348446130,,7.0,4.0,6.0,5.0
2021/09/10/14:41:27.375083,3521,1631299287,374367237,,7.0,4.0,6.0,5.0
2021/09/10/14:41:27.391153,3522,1631299287,390454769,,7.0,4.0,6.0,5.0
2021/09/10/14:41:27.416717,3523,1631299287,416270732,,7.0,4.0,6.0,5.0
2021/09/10/14:41:27.432484,3524,1631299287,432164192,,7.0,4.0,6.0,5.0
2021/09/10/14:41:27.448558,3525,1631299287,448204278,,7.0,4.0,6.0,5.0
2021/09/10/14:41:27.474633,3526,1631299287,474188089,,7.0,4.0,5.0,5.0
2021/09/10/14:41:27.490532,3527,1631299287,490106821,,7.0,4.0,5.0,5.0
2021/09/10/14:41:27.516403,3528,1631299287,516104698,,7.0,4.0,5.0,5.0
2021/09/10/14:41:27.532547,3529,1631299287,532085418,,7.0,4.0,5.0,5.0
2021/09/10/14:41:27.548174,3530,1631299287,547933816,,7.0,4.0,5.0,5.0
2021/09/10/14:41:27.574328,3531,1631299287,573984384,,6.0,4.0,5.0,5.0
2021/09/10/14:41:27.590499,3532,1631299287,589944124,,6.0,4.0,5.0,5.0
