time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.front_left,.front_right,.rear_left,.rear_right
2021/09/10/15:18:54.508765,50726,1631301534,508352756,,1.0,1.0,1.0,1.0
2021/09/10/15:18:54.524782,50727,1631301534,524334907,,1.0,1.0,1.0,1.0
2021/09/10/15:18:54.540674,50728,1631301534,540319681,,1.0,1.0,1.0,1.0
2021/09/10/15:18:54.566984,50729,1631301534,566421747,,1.0,1.0,1.0,1.0
2021/09/10/15:18:54.582869,50730,1631301534,582256317,,1.0,1.0,1.0,1.0
2021/09/10/15:18:54.608898,50731,1631301534,608214378,,1.0,1.0,1.0,1.0
2021/09/10/15:18:54.624666,50732,1631301534,624144315,,1.0,1.0,1.0,1.0
2021/09/10/15:18:54.640684,50733,1631301534,640163421,,1.0,1.0,1.0,1.0
2021/09/10/15:18:54.666654,50734,1631301534,666139841,,1.0,1.0,1.0,1.0
2021/09/10/15:18:54.682639,50735,1631301534,682084083,,1.0,1.0,1.0,1.0
2021/09/10/15:18:54.708502,50736,1631301534,708028554,,1.0,1.0,1.0,1.0
2021/09/10/15:18:54.724656,50737,1631301534,724064350,,1.0,1.0,1.0,1.0
2021/09/10/15:18:54.740371,50738,1631301534,739898443,,1.0,1.0,1.0,1.0
2021/09/10/15:18:54.767941,50739,1631301534,767061233,,1.0,1.0,1.0,1.0
2021/09/10/15:18:54.783741,50740,1631301534,782976388,,1.0,1.0,1.0,1.0
2021/09/10/15:18:54.809904,50741,1631301534,808903694,,1.0,1.0,1.0,1.0
2021/09/10/15:18:54.825128,50742,1631301534,824735403,,1.0,1.0,1.0,1.0
2021/09/10/15:18:54.841339,50743,1631301534,840789318,,1.0,1.0,1.0,1.0
2021/09/10/15:18:54.867489,50744,1631301534,866725206,,1.0,1.0,1.0,1.0
2021/09/10/15:18:54.883866,50745,1631301534,882768392,,1.0,1.0,1.0,1.0
2021/09/10/15:18:54.909505,50746,1631301534,908644914,,1.0,1.0,1.0,1.0
2021/09/10/15:18:54.925450,50747,1631301534,924688100,,1.0,1.0,1.0,1.0
2021/09/10/15:18:54.940988,50748,1631301534,940576791,,1.0,1.0,1.0,1.0
2021/09/10/15:18:54.967084,50749,1631301534,966522693,,1.0,1.0,1.0,1.0
2021/09/10/15:18:54.983517,50750,1631301534,982569932,,1.0,1.0,1.0,1.0
2021/09/10/15:18:55.009249,50751,1631301535,8553028,,1.0,1.0,1.0,1.0
2021/09/10/15:18:55.025281,50752,1631301535,24387359,,1.0,1.0,1.0,1.0
2021/09/10/15:18:55.041058,50753,1631301535,40460109,,1.0,1.0,1.0,1.0
2021/09/10/15:18:55.067260,50754,1631301535,66394805,,1.0,1.0,1.0,1.0
2021/09/10/15:18:55.083437,50755,1631301535,82403659,,1.0,1.0,1.0,1.0
2021/09/10/15:18:55.109509,50756,1631301535,108395099,,1.0,1.0,1.0,1.0
2021/09/10/15:18:55.125277,50757,1631301535,124345541,,1.0,1.0,1.0,1.0
2021/09/10/15:18:55.140724,50758,1631301535,140222311,,1.0,1.0,1.0,1.0
2021/09/10/15:18:55.167125,50759,1631301535,166317701,,1.0,1.0,1.0,1.0
2021/09/10/15:18:55.182526,50760,1631301535,182118177,,1.0,1.0,1.0,1.0
