time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.front_left,.front_right,.rear_left,.rear_right
2021/09/10/14:01:25.342649,14085,1631296885,342367172,,20.0,20.0,20.0,20.0
2021/09/10/14:01:25.358757,14086,1631296885,358388185,,20.0,20.0,20.0,20.0
2021/09/10/14:01:25.384838,14087,1631296885,384434938,,20.0,20.0,20.0,20.0
2021/09/10/14:01:25.401104,14088,1631296885,400408744,,20.0,20.0,20.0,20.0
2021/09/10/14:01:25.416822,14089,1631296885,416365861,,20.0,20.0,20.0,20.0
2021/09/10/14:01:25.443311,14090,1631296885,442501306,,20.0,20.0,20.0,20.0
2021/09/10/14:01:25.459258,14091,1631296885,458425998,,20.0,20.0,20.0,20.0
2021/09/10/14:01:25.484574,14092,1631296885,484219312,,20.0,20.0,20.0,20.0
2021/09/10/14:01:25.500878,14093,1631296885,500283956,,20.0,20.0,20.0,20.0
2021/09/10/14:01:25.516599,14094,1631296885,516227960,,20.0,20.0,20.0,20.0
2021/09/10/14:01:25.543101,14095,1631296885,542294740,,20.0,20.0,20.0,20.0
2021/09/10/14:01:25.558773,14096,1631296885,558217048,,20.0,20.0,20.0,20.0
2021/09/10/14:01:25.584843,14097,1631296885,584136962,,20.0,20.0,20.0,20.0
2021/09/10/14:01:25.600837,14098,1631296885,600097417,,20.0,20.0,20.0,20.0
2021/09/10/14:01:25.616648,14099,1631296885,616089582,,20.0,20.0,20.0,20.0
2021/09/10/14:01:25.642650,14100,1631296885,642150163,,20.0,20.0,20.0,20.0
2021/09/10/14:01:25.658924,14101,1631296885,658180475,,20.0,20.0,20.0,20.0
2021/09/10/14:01:25.684718,14102,1631296885,684014320,,20.0,20.0,20.0,20.0
2021/09/10/14:01:25.700589,14103,1631296885,699960231,,20.0,20.0,20.0,20.0
2021/09/10/14:01:25.716403,14104,1631296885,715883731,,20.0,20.0,20.0,20.0
2021/09/10/14:01:25.744045,14105,1631296885,742980957,,20.0,20.0,20.0,20.0
2021/09/10/14:01:25.759835,14106,1631296885,759083986,,20.0,20.0,19.0,20.0
2021/09/10/14:01:25.785487,14107,1631296885,784802436,,20.0,20.0,19.0,20.0
2021/09/10/14:01:25.801363,14108,1631296885,800778865,,20.0,19.0,18.0,20.0
2021/09/10/14:01:25.817805,14109,1631296885,816905975,,19.0,18.0,18.0,20.0
2021/09/10/14:01:25.843497,14110,1631296885,842712163,,19.0,18.0,17.0,20.0
2021/09/10/14:01:25.859213,14111,1631296885,858653545,,18.0,17.0,17.0,19.0
2021/09/10/14:01:25.885519,14112,1631296885,884660482,,17.0,17.0,16.0,18.0
2021/09/10/14:01:25.901029,14113,1631296885,900581836,,17.0,16.0,16.0,18.0
2021/09/10/14:01:25.917330,14114,1631296885,916664123,,16.0,16.0,15.0,17.0
2021/09/10/14:01:25.943184,14115,1631296885,942584276,,16.0,15.0,15.0,17.0
2021/09/10/14:01:25.959337,14116,1631296885,958507537,,16.0,15.0,14.0,16.0
2021/09/10/14:01:25.985088,14117,1631296885,984484672,,15.0,15.0,14.0,16.0
2021/09/10/14:01:26.001065,14118,1631296886,483989,,15.0,14.0,14.0,15.0
2021/09/10/14:01:26.016956,14119,1631296886,16410350,,14.0,14.0,13.0,15.0
2021/09/10/14:01:26.043094,14120,1631296886,42398929,,14.0,13.0,13.0,15.0
2021/09/10/14:01:26.059061,14121,1631296886,58235645,,14.0,13.0,13.0,14.0
2021/09/10/14:01:26.085172,14122,1631296886,84324359,,13.0,13.0,13.0,14.0
2021/09/10/14:01:26.100760,14123,1631296886,100249767,,13.0,13.0,13.0,13.0
2021/09/10/14:01:26.116978,14124,1631296886,116237878,,13.0,13.0,13.0,13.0
2021/09/10/14:01:26.143363,14125,1631296886,142238378,,13.0,13.0,13.0,13.0
2021/09/10/14:01:26.158602,14126,1631296886,158076286,,13.0,13.0,13.0,13.0
2021/09/10/14:01:26.184626,14127,1631296886,184091567,,13.0,13.0,13.0,13.0
2021/09/10/14:01:26.200526,14128,1631296886,200046777,,13.0,13.0,13.0,13.0
2021/09/10/14:01:26.216619,14129,1631296886,216069459,,13.0,13.0,13.0,13.0
2021/09/10/14:01:26.242963,14130,1631296886,242085933,,13.0,13.0,13.0,13.0
2021/09/10/14:01:26.258572,14131,1631296886,257993459,,13.0,13.0,13.0,13.0
2021/09/10/14:01:26.284630,14132,1631296886,283931493,,13.0,13.0,13.0,13.0
2021/09/10/14:01:26.300774,14133,1631296886,299987077,,13.0,13.0,13.0,13.0
2021/09/10/14:01:26.316924,14134,1631296886,315984249,,13.0,13.0,13.0,13.0
2021/09/10/14:01:26.343277,14135,1631296886,342734098,,13.0,13.0,13.0,13.0
2021/09/10/14:01:26.359158,14136,1631296886,358721733,,13.0,13.0,13.0,13.0
2021/09/10/14:01:26.385196,14137,1631296886,384682178,,13.0,13.0,13.0,13.0
2021/09/10/14:01:26.401486,14138,1631296886,400654554,,13.0,13.0,13.0,13.0
2021/09/10/14:01:26.417358,14139,1631296886,416635513,,13.0,13.0,13.0,13.0
2021/09/10/14:01:26.442927,14140,1631296886,442552328,,13.0,13.0,13.0,13.0
2021/09/10/14:01:26.458888,14141,1631296886,458506345,,13.0,13.0,13.0,13.0
2021/09/10/14:01:26.484885,14142,1631296886,484455108,,13.0,13.0,28.0,13.0
2021/09/10/14:01:26.500867,14143,1631296886,500391721,,13.0,13.0,28.0,31.0
2021/09/10/14:01:26.517331,14144,1631296886,516523838,,13.0,28.0,28.0,31.0
2021/09/10/14:01:26.542750,14145,1631296886,542400360,,30.0,28.0,28.0,31.0
2021/09/10/14:01:26.559079,14146,1631296886,558422088,,30.0,28.0,28.0,31.0
2021/09/10/14:01:26.584848,14147,1631296886,584301948,,30.0,28.0,28.0,31.0
2021/09/10/14:01:26.600615,14148,1631296886,600266695,,30.0,28.0,28.0,31.0
2021/09/10/14:01:26.616937,14149,1631296886,616299867,,30.0,28.0,28.0,31.0
2021/09/10/14:01:26.642743,14150,1631296886,642270565,,30.0,28.0,28.0,31.0
2021/09/10/14:01:26.658613,14151,1631296886,658209085,,30.0,28.0,28.0,31.0
2021/09/10/14:01:26.684556,14152,1631296886,684069871,,30.0,28.0,28.0,31.0
2021/09/10/14:01:26.700361,14153,1631296886,700009822,,30.0,28.0,28.0,31.0
2021/09/10/14:01:26.716612,14154,1631296886,716083526,,30.0,28.0,46.0,31.0
2021/09/10/14:01:26.742592,14155,1631296886,742028713,,30.0,28.0,46.0,50.0
2021/09/10/14:01:26.758742,14156,1631296886,758090734,,30.0,28.0,46.0,50.0
2021/09/10/14:01:26.784218,14157,1631296886,783922433,,30.0,45.0,46.0,50.0
2021/09/10/14:01:26.800170,14158,1631296886,799853324,,45.0,45.0,46.0,50.0
2021/09/10/14:01:26.816527,14159,1631296886,815970897,,45.0,45.0,46.0,50.0
2021/09/10/14:01:26.843182,14160,1631296886,842792987,,45.0,45.0,46.0,50.0
2021/09/10/14:01:26.859346,14161,1631296886,858799219,,45.0,45.0,46.0,50.0
2021/09/10/14:01:26.885131,14162,1631296886,884734869,,45.0,45.0,46.0,50.0
2021/09/10/14:01:26.900932,14163,1631296886,900616645,,45.0,45.0,46.0,50.0
2021/09/10/14:01:26.917271,14164,1631296886,916762590,,45.0,45.0,59.0,50.0
2021/09/10/14:01:26.943078,14165,1631296886,942664623,,45.0,45.0,59.0,61.0
2021/09/10/14:01:27.030221,14166,1631296887,29849529,,45.0,45.0,59.0,61.0
2021/09/10/14:01:27.031346,14167,1631296887,31080484,,57.0,58.0,59.0,61.0
2021/09/10/14:01:27.031673,14168,1631296887,31446933,,57.0,58.0,59.0,61.0
2021/09/10/14:01:27.058132,14169,1631296887,57475805,,57.0,58.0,59.0,61.0
2021/09/10/14:01:27.059092,14170,1631296887,58480501,,57.0,58.0,59.0,61.0
2021/09/10/14:01:27.083642,14171,1631296887,83283185,,57.0,58.0,59.0,61.0
2021/09/10/14:01:27.099725,14172,1631296887,99277019,,57.0,58.0,73.0,71.0
2021/09/10/14:01:27.126238,14173,1631296887,125292778,,57.0,58.0,73.0,71.0
2021/09/10/14:01:27.141740,14174,1631296887,141249418,,57.0,58.0,73.0,71.0
2021/09/10/14:01:27.157878,14175,1631296887,157244205,,57.0,67.0,73.0,71.0
2021/09/10/14:01:27.183464,14176,1631296887,183108568,,66.0,67.0,73.0,71.0
2021/09/10/14:01:27.199468,14177,1631296887,199114084,,66.0,67.0,73.0,71.0
2021/09/10/14:01:27.225730,14178,1631296887,225116252,,66.0,67.0,73.0,71.0
2021/09/10/14:01:27.241348,14179,1631296887,240972518,,66.0,67.0,77.0,71.0
2021/09/10/14:01:27.257390,14180,1631296887,256965160,,66.0,67.0,77.0,77.0
2021/09/10/14:01:27.283193,14181,1631296887,282885551,,66.0,67.0,77.0,77.0
2021/09/10/14:01:27.299306,14182,1631296887,298918724,,66.0,67.0,77.0,77.0
2021/09/10/14:01:27.325805,14183,1631296887,325094699,,66.0,74.0,77.0,77.0
2021/09/10/14:01:27.341193,14184,1631296887,340847492,,74.0,74.0,77.0,77.0
2021/09/10/14:01:27.357100,14185,1631296887,356763601,,74.0,74.0,77.0,77.0
2021/09/10/14:01:27.383016,14186,1631296887,382692337,,74.0,74.0,77.0,77.0
