time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.front_left,.front_right,.rear_left,.rear_right
2021/09/10/15:11:05.488086,34922,1631301065,487794876,,1.0,1.0,1.0,1.0
2021/09/10/15:11:05.504163,34923,1631301065,503743410,,1.0,1.0,1.0,1.0
2021/09/10/15:11:05.530359,34924,1631301065,529747009,,1.0,1.0,1.0,1.0
2021/09/10/15:11:05.546141,34925,1631301065,545730352,,1.0,1.0,1.0,1.0
2021/09/10/15:11:05.562346,34926,1631301065,561845064,,1.0,1.0,1.0,1.0
2021/09/10/15:11:05.588556,34927,1631301065,587802410,,1.0,1.0,1.0,1.0
2021/09/10/15:11:05.603981,34928,1631301065,603574275,,1.0,1.0,1.0,1.0
2021/09/10/15:11:05.630383,34929,1631301065,629611253,,1.0,1.0,1.0,1.0
2021/09/10/15:11:05.646093,34930,1631301065,645586013,,1.0,1.0,1.0,1.0
2021/09/10/15:11:05.662171,34931,1631301065,661549329,,1.0,1.0,1.0,1.0
2021/09/10/15:11:05.688768,34932,1631301065,688461303,,1.0,1.0,1.0,1.0
2021/09/10/15:11:05.705095,34933,1631301065,704417705,,1.0,1.0,1.0,1.0
2021/09/10/15:11:05.731391,34934,1631301065,730541229,,1.0,1.0,1.0,1.0
2021/09/10/15:11:05.746524,34935,1631301065,746283292,,1.0,1.0,1.0,1.0
2021/09/10/15:11:05.762858,34936,1631301065,762295722,,1.0,1.0,1.0,1.0
2021/09/10/15:11:05.789075,34937,1631301065,788376092,,1.0,1.0,1.0,1.0
2021/09/10/15:11:05.805067,34938,1631301065,804427146,,1.0,1.0,1.0,1.0
2021/09/10/15:11:05.830891,34939,1631301065,830241441,,1.0,1.0,1.0,1.0
2021/09/10/15:11:05.847034,34940,1631301065,846319437,,1.0,1.0,1.0,1.0
2021/09/10/15:11:05.863226,34941,1631301065,862254858,,1.0,1.0,1.0,1.0
2021/09/10/15:11:05.888657,34942,1631301065,888198852,,1.0,1.0,1.0,1.0
2021/09/10/15:11:05.904552,34943,1631301065,904104948,,1.0,1.0,1.0,1.0
2021/09/10/15:11:05.930875,34944,1631301065,930161714,,1.0,1.0,1.0,1.0
2021/09/10/15:11:05.946882,34945,1631301065,946190118,,1.0,1.0,1.0,1.0
2021/09/10/15:11:05.963040,34946,1631301065,962026834,,1.0,1.0,1.0,1.0
2021/09/10/15:11:05.988847,34947,1631301065,988050937,,1.0,1.0,1.0,1.0
2021/09/10/15:11:06.004443,34948,1631301066,3860235,,1.0,1.0,1.0,1.0
2021/09/10/15:11:06.030941,34949,1631301066,29893398,,1.0,1.0,1.0,1.0
2021/09/10/15:11:06.046442,34950,1631301066,45905113,,1.0,1.0,1.0,1.0
2021/09/10/15:11:06.062376,34951,1631301066,61821460,,1.0,1.0,1.0,1.0
2021/09/10/15:11:06.088409,34952,1631301066,87814331,,1.0,1.0,1.0,1.0
