time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.front_left,.front_right,.rear_left,.rear_right
2021/09/10/15:17:41.308927,47642,1631301461,308642387,,0.0,20.0,17.0,22.0
2021/09/10/15:17:41.325048,47643,1631301461,324615240,,0.0,20.0,17.0,22.0
2021/09/10/15:17:41.340995,47644,1631301461,340611934,,22.0,20.0,17.0,22.0
2021/09/10/15:17:41.367356,47645,1631301461,366692543,,22.0,20.0,17.0,22.0
2021/09/10/15:17:41.383085,47646,1631301461,382581472,,22.0,20.0,17.0,22.0
2021/09/10/15:17:41.409181,47647,1631301461,408644199,,22.0,20.0,17.0,22.0
2021/09/10/15:17:41.424907,47648,1631301461,424547195,,22.0,20.0,17.0,22.0
2021/09/10/15:17:41.440860,47649,1631301461,440510988,,22.0,20.0,17.0,22.0
2021/09/10/15:17:41.467798,47650,1631301461,467522144,,22.0,20.0,17.0,22.0
2021/09/10/15:17:41.483699,47651,1631301461,483375787,,22.0,20.0,17.0,22.0
2021/09/10/15:17:41.509855,47652,1631301461,509445190,,22.0,20.0,17.0,22.0
2021/09/10/15:17:41.525632,47653,1631301461,525350093,,22.0,20.0,17.0,22.0
2021/09/10/15:17:41.541650,47654,1631301461,541279315,,22.0,20.0,17.0,22.0
2021/09/10/15:17:41.567829,47655,1631301461,567270040,,22.0,20.0,17.0,22.0
2021/09/10/15:17:41.583768,47656,1631301461,583269596,,22.0,20.0,36.0,22.0
2021/09/10/15:17:41.609839,47657,1631301461,609326362,,22.0,38.0,36.0,22.0
2021/09/10/15:17:41.625457,47658,1631301461,625169038,,22.0,38.0,36.0,39.0
2021/09/10/15:17:41.641705,47659,1631301461,641164064,,39.0,38.0,36.0,39.0
2021/09/10/15:17:41.667523,47660,1631301461,667124032,,39.0,38.0,36.0,39.0
2021/09/10/15:17:41.683501,47661,1631301461,683042526,,39.0,38.0,36.0,39.0
2021/09/10/15:17:41.709993,47662,1631301461,709300994,,39.0,38.0,36.0,39.0
2021/09/10/15:17:41.725650,47663,1631301461,725073814,,39.0,38.0,36.0,39.0
2021/09/10/15:17:41.741523,47664,1631301461,741006612,,39.0,38.0,36.0,39.0
2021/09/10/15:17:41.767392,47665,1631301461,766968011,,39.0,38.0,36.0,39.0
2021/09/10/15:17:41.783356,47666,1631301461,782893419,,39.0,38.0,36.0,39.0
2021/09/10/15:17:41.809383,47667,1631301461,808884859,,39.0,38.0,36.0,39.0
2021/09/10/15:17:41.825269,47668,1631301461,824910402,,39.0,38.0,49.0,39.0
2021/09/10/15:17:41.841307,47669,1631301461,840837240,,39.0,50.0,49.0,39.0
2021/09/10/15:17:41.867135,47670,1631301461,866796970,,39.0,50.0,49.0,51.0
2021/09/10/15:17:41.883090,47671,1631301461,882727622,,52.0,50.0,49.0,51.0
2021/09/10/15:17:41.908990,47672,1631301461,908707380,,52.0,50.0,49.0,51.0
2021/09/10/15:17:41.924973,47673,1631301461,924642562,,52.0,50.0,49.0,51.0
2021/09/10/15:17:42.012552,47674,1631301462,11969327,,52.0,50.0,49.0,51.0
2021/09/10/15:17:42.014332,47675,1631301462,14009237,,52.0,50.0,49.0,51.0
2021/09/10/15:17:42.015316,47676,1631301462,14729261,,52.0,50.0,49.0,51.0
2021/09/10/15:17:42.039975,47677,1631301462,39437294,,52.0,61.0,60.0,51.0
2021/09/10/15:17:42.040619,47678,1631301462,40161371,,52.0,61.0,60.0,62.0
2021/09/10/15:17:42.067276,47679,1631301462,66749334,,52.0,61.0,60.0,62.0
2021/09/10/15:17:42.082861,47680,1631301462,82404136,,62.0,61.0,60.0,62.0
2021/09/10/15:17:42.109087,47681,1631301462,108416795,,62.0,61.0,60.0,62.0
2021/09/10/15:17:42.124740,47682,1631301462,124283075,,62.0,61.0,60.0,62.0
2021/09/10/15:17:42.140876,47683,1631301462,140342712,,62.0,61.0,60.0,62.0
2021/09/10/15:17:42.167140,47684,1631301462,166484832,,62.0,61.0,60.0,62.0
2021/09/10/15:17:42.182530,47685,1631301462,182204484,,62.0,61.0,69.0,62.0
2021/09/10/15:17:42.208847,47686,1631301462,208312511,,62.0,68.0,69.0,62.0
2021/09/10/15:17:42.224545,47687,1631301462,224148988,,62.0,68.0,69.0,69.0
2021/09/10/15:17:42.240611,47688,1631301462,240128993,,70.0,68.0,69.0,69.0
2021/09/10/15:17:42.267602,47689,1631301462,267186403,,70.0,68.0,69.0,69.0
2021/09/10/15:17:42.283348,47690,1631301462,282976627,,70.0,68.0,69.0,69.0
2021/09/10/15:17:42.309915,47691,1631301462,309267997,,70.0,68.0,69.0,69.0
2021/09/10/15:17:42.325279,47692,1631301462,324922561,,70.0,68.0,69.0,69.0
2021/09/10/15:17:42.341398,47693,1631301462,340914964,,70.0,68.0,74.0,69.0
2021/09/10/15:17:42.367249,47694,1631301462,366911411,,70.0,74.0,74.0,69.0
2021/09/10/15:17:42.383229,47695,1631301462,382802248,,70.0,74.0,74.0,75.0
2021/09/10/15:17:42.409165,47696,1631301462,408781051,,76.0,74.0,74.0,75.0
2021/09/10/15:17:42.425177,47697,1631301462,424767971,,76.0,74.0,74.0,75.0
2021/09/10/15:17:42.441352,47698,1631301462,440769910,,76.0,74.0,74.0,75.0
2021/09/10/15:17:42.467106,47699,1631301462,466705799,,76.0,74.0,74.0,75.0
2021/09/10/15:17:42.483058,47700,1631301462,482594490,,76.0,74.0,74.0,75.0
2021/09/10/15:17:42.509544,47701,1631301462,508765220,,76.0,74.0,80.0,75.0
2021/09/10/15:17:42.524876,47702,1631301462,524562597,,76.0,81.0,80.0,80.0
2021/09/10/15:17:42.541080,47703,1631301462,540471076,,82.0,81.0,80.0,80.0
2021/09/10/15:17:42.566868,47704,1631301462,566532611,,82.0,81.0,80.0,80.0
2021/09/10/15:17:42.582891,47705,1631301462,582467794,,82.0,81.0,80.0,80.0
2021/09/10/15:17:42.608719,47706,1631301462,608392953,,82.0,81.0,80.0,80.0
2021/09/10/15:17:42.624668,47707,1631301462,624347925,,82.0,81.0,80.0,80.0
2021/09/10/15:17:42.640790,47708,1631301462,640316247,,82.0,81.0,87.0,80.0
2021/09/10/15:17:42.666650,47709,1631301462,666317939,,82.0,85.0,87.0,86.0
2021/09/10/15:17:42.682420,47710,1631301462,682198047,,88.0,85.0,87.0,86.0
2021/09/10/15:17:42.709433,47711,1631301462,708353757,,88.0,85.0,87.0,86.0
2021/09/10/15:17:42.724488,47712,1631301462,724203824,,88.0,85.0,87.0,86.0
2021/09/10/15:17:42.740522,47713,1631301462,740147829,,88.0,85.0,87.0,86.0
2021/09/10/15:17:42.767496,47714,1631301462,767124414,,88.0,85.0,92.0,86.0
2021/09/10/15:17:42.783330,47715,1631301462,783039093,,88.0,90.0,92.0,86.0
2021/09/10/15:17:42.809539,47716,1631301462,809038639,,92.0,90.0,92.0,91.0
2021/09/10/15:17:42.825488,47717,1631301462,825032472,,92.0,90.0,92.0,91.0
2021/09/10/15:17:42.841476,47718,1631301462,840967178,,92.0,90.0,92.0,91.0
2021/09/10/15:17:42.867245,47719,1631301462,866894006,,92.0,90.0,92.0,91.0
2021/09/10/15:17:42.883258,47720,1631301462,882869958,,92.0,90.0,92.0,91.0
2021/09/10/15:17:42.909651,47721,1631301462,908966779,,92.0,90.0,97.0,91.0
2021/09/10/15:17:42.925097,47722,1631301462,924760341,,92.0,94.0,97.0,95.0
2021/09/10/15:17:42.941515,47723,1631301462,940788507,,96.0,94.0,97.0,95.0
2021/09/10/15:17:42.967282,47724,1631301462,966840982,,96.0,94.0,97.0,95.0
2021/09/10/15:17:42.982937,47725,1631301462,982639312,,96.0,94.0,97.0,95.0
2021/09/10/15:17:43.009483,47726,1631301463,8724927,,96.0,94.0,100.0,95.0
2021/09/10/15:17:43.024996,47727,1631301463,24572134,,96.0,94.0,100.0,95.0
2021/09/10/15:17:43.040986,47728,1631301463,40573358,,96.0,99.0,100.0,99.0
2021/09/10/15:17:43.066788,47729,1631301463,66538095,,100.0,99.0,100.0,99.0
2021/09/10/15:17:43.082770,47730,1631301463,82443952,,100.0,99.0,100.0,99.0
2021/09/10/15:17:43.109115,47731,1631301463,108477354,,100.0,99.0,100.0,99.0
2021/09/10/15:17:43.124749,47732,1631301463,124431371,,100.0,99.0,104.0,99.0
2021/09/10/15:17:43.140896,47733,1631301463,140414953,,100.0,105.0,104.0,107.0
2021/09/10/15:17:43.166751,47734,1631301463,166378736,,105.0,105.0,104.0,107.0
2021/09/10/15:17:43.182847,47735,1631301463,182306528,,105.0,105.0,104.0,107.0
2021/09/10/15:17:43.208770,47736,1631301463,208309173,,105.0,105.0,104.0,107.0
2021/09/10/15:17:43.224582,47737,1631301463,224224567,,105.0,105.0,104.0,107.0
2021/09/10/15:17:43.240508,47738,1631301463,240172624,,105.0,105.0,110.0,107.0
2021/09/10/15:17:43.267477,47739,1631301463,267172336,,105.0,113.0,110.0,111.0
2021/09/10/15:17:43.283358,47740,1631301463,283031940,,113.0,113.0,110.0,111.0
2021/09/10/15:17:43.309642,47741,1631301463,309125661,,113.0,113.0,110.0,111.0
2021/09/10/15:17:43.325349,47742,1631301463,325041770,,113.0,113.0,110.0,111.0
2021/09/10/15:17:43.341326,47743,1631301463,340994596,,113.0,113.0,114.0,111.0
2021/09/10/15:17:43.367324,47744,1631301463,367027282,,113.0,114.0,114.0,115.0
2021/09/10/15:17:43.383437,47745,1631301463,382996082,,113.0,114.0,114.0,115.0
2021/09/10/15:17:43.409655,47746,1631301463,409012317,,113.0,114.0,114.0,115.0
2021/09/10/15:17:43.425254,47747,1631301463,424892187,,113.0,114.0,114.0,115.0
2021/09/10/15:17:43.441363,47748,1631301463,440886735,,113.0,114.0,118.0,115.0
2021/09/10/15:17:43.467100,47749,1631301463,466768264,,113.0,119.0,118.0,118.0
2021/09/10/15:17:43.483394,47750,1631301463,482783555,,126.0,119.0,118.0,118.0
2021/09/10/15:17:43.509086,47751,1631301463,508720636,,126.0,119.0,118.0,118.0
2021/09/10/15:17:43.525246,47752,1631301463,524699211,,126.0,119.0,118.0,118.0
2021/09/10/15:17:43.541309,47753,1631301463,540773153,,126.0,119.0,120.0,118.0
2021/09/10/15:17:43.567217,47754,1631301463,566734552,,123.0,120.0,120.0,120.0
2021/09/10/15:17:43.583325,47755,1631301463,582617759,,117.0,120.0,120.0,120.0
2021/09/10/15:17:43.609416,47756,1631301463,608607530,,117.0,120.0,120.0,120.0
2021/09/10/15:17:43.639921,47757,1631301463,639526367,,117.0,120.0,120.0,120.0
2021/09/10/15:17:43.640762,47758,1631301463,640333890,,117.0,120.0,122.0,120.0
2021/09/10/15:17:43.666770,47759,1631301463,666455984,,117.0,123.0,122.0,123.0
2021/09/10/15:17:43.682786,47760,1631301463,682372093,,124.0,123.0,122.0,123.0
2021/09/10/15:17:43.708588,47761,1631301463,708332300,,124.0,123.0,122.0,123.0
2021/09/10/15:17:43.724554,47762,1631301463,724303960,,124.0,123.0,122.0,123.0
2021/09/10/15:17:43.740860,47763,1631301463,740331172,,124.0,124.0,127.0,123.0
2021/09/10/15:17:43.766751,47764,1631301463,766335964,,125.0,124.0,127.0,126.0
2021/09/10/15:17:43.782598,47765,1631301463,782148838,,125.0,124.0,127.0,126.0
2021/09/10/15:17:43.808682,47766,1631301463,808194637,,125.0,124.0,127.0,126.0
2021/09/10/15:17:43.824565,47767,1631301463,824207782,,125.0,124.0,127.0,126.0
2021/09/10/15:17:43.840938,47768,1631301463,840252399,,125.0,130.0,127.0,129.0
2021/09/10/15:17:43.867375,47769,1631301463,867116689,,129.0,130.0,127.0,129.0
2021/09/10/15:17:43.883378,47770,1631301463,883026599,,129.0,130.0,127.0,129.0
2021/09/10/15:17:43.909782,47771,1631301463,909099817,,129.0,130.0,127.0,129.0
2021/09/10/15:17:43.925334,47772,1631301463,925011873,,129.0,135.0,131.0,129.0
2021/09/10/15:17:43.941390,47773,1631301463,940938234,,129.0,135.0,131.0,133.0
2021/09/10/15:17:43.967292,47774,1631301463,966930866,,130.0,135.0,131.0,133.0
2021/09/10/15:17:43.983287,47775,1631301463,982915878,,130.0,135.0,131.0,133.0
2021/09/10/15:17:44.009218,47776,1631301464,8811950,,130.0,135.0,131.0,133.0
2021/09/10/15:17:44.025259,47777,1631301464,24786710,,130.0,136.0,131.0,132.0
2021/09/10/15:17:44.041129,47778,1631301464,40708065,,133.0,136.0,131.0,132.0
2021/09/10/15:17:44.067352,47779,1631301464,66847085,,133.0,136.0,131.0,132.0
2021/09/10/15:17:44.082965,47780,1631301464,82632303,,133.0,136.0,131.0,132.0
2021/09/10/15:17:44.109210,47781,1631301464,108748674,,133.0,130.0,134.0,132.0
2021/09/10/15:17:44.125028,47782,1631301464,124643325,,133.0,130.0,134.0,133.0
2021/09/10/15:17:44.141262,47783,1631301464,140601158,,133.0,130.0,134.0,133.0
2021/09/10/15:17:44.166911,47784,1631301464,166548490,,133.0,130.0,134.0,133.0
2021/09/10/15:17:44.183137,47785,1631301464,182508707,,133.0,130.0,135.0,133.0
2021/09/10/15:17:44.209496,47786,1631301464,208587646,,133.0,137.0,135.0,135.0
2021/09/10/15:17:44.224963,47787,1631301464,224506855,,137.0,137.0,135.0,135.0
2021/09/10/15:17:44.240834,47788,1631301464,240392684,,137.0,137.0,135.0,135.0
2021/09/10/15:17:44.266846,47789,1631301464,266389608,,137.0,137.0,135.0,135.0
2021/09/10/15:17:44.282661,47790,1631301464,282326221,,137.0,137.0,138.0,135.0
2021/09/10/15:17:44.308921,47791,1631301464,308335304,,139.0,137.0,138.0,140.0
2021/09/10/15:17:44.324904,47792,1631301464,324318647,,139.0,137.0,138.0,140.0
2021/09/10/15:17:44.340681,47793,1631301464,340238094,,139.0,137.0,138.0,140.0
2021/09/10/15:17:44.368084,47794,1631301464,367430686,,139.0,140.0,142.0,140.0
2021/09/10/15:17:44.383535,47795,1631301464,383203506,,142.0,140.0,142.0,139.0
2021/09/10/15:17:44.409883,47796,1631301464,409224748,,142.0,140.0,142.0,139.0
2021/09/10/15:17:44.425355,47797,1631301464,425090312,,142.0,140.0,142.0,139.0
2021/09/10/15:17:44.441431,47798,1631301464,441054344,,142.0,140.0,142.0,139.0
2021/09/10/15:17:44.467341,47799,1631301464,467014074,,142.0,139.0,142.0,142.0
2021/09/10/15:17:44.483271,47800,1631301464,482952117,,142.0,139.0,142.0,142.0
2021/09/10/15:17:44.509326,47801,1631301464,508994817,,142.0,139.0,142.0,142.0
2021/09/10/15:17:44.525251,47802,1631301464,524890422,,142.0,139.0,142.0,142.0
2021/09/10/15:17:44.541347,47803,1631301464,540900468,,142.0,140.0,142.0,143.0
2021/09/10/15:17:44.567391,47804,1631301464,566878080,,142.0,140.0,142.0,143.0
2021/09/10/15:17:44.583254,47805,1631301464,582839250,,142.0,140.0,142.0,143.0
