time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.front_left,.front_right,.rear_left,.rear_right
2021/09/10/14:42:27.731886,4284,1631299347,731676816,,29.0,30.0,29.0,30.0
2021/09/10/14:42:27.748228,4285,1631299347,747714042,,29.0,30.0,29.0,30.0
2021/09/10/14:42:27.774272,4286,1631299347,773685455,,29.0,32.0,29.0,30.0
2021/09/10/14:42:27.790094,4287,1631299347,789668560,,29.0,32.0,29.0,30.0
2021/09/10/14:42:27.816413,4288,1631299347,815653085,,29.0,32.0,29.0,30.0
2021/09/10/14:42:27.832359,4289,1631299347,831613063,,29.0,32.0,29.0,30.0
2021/09/10/14:42:27.848160,4290,1631299347,847586393,,29.0,32.0,29.0,30.0
2021/09/10/14:42:27.874360,4291,1631299347,873609781,,29.0,32.0,29.0,30.0
2021/09/10/14:42:27.890075,4292,1631299347,889525175,,29.0,32.0,29.0,30.0
2021/09/10/14:42:27.916137,4293,1631299347,915532112,,29.0,32.0,29.0,30.0
2021/09/10/14:42:27.932175,4294,1631299347,931496620,,29.0,32.0,29.0,30.0
2021/09/10/14:42:27.948348,4295,1631299347,947564601,,31.0,32.0,29.0,30.0
2021/09/10/14:42:27.975111,4296,1631299347,974484682,,31.0,32.0,29.0,30.0
2021/09/10/14:42:27.991008,4297,1631299347,990375995,,31.0,32.0,29.0,30.0
2021/09/10/14:42:28.016993,4298,1631299348,16311168,,31.0,32.0,29.0,30.0
2021/09/10/14:42:28.032868,4299,1631299348,32287597,,31.0,32.0,29.0,30.0
2021/09/10/14:42:28.048969,4300,1631299348,48298358,,31.0,32.0,29.0,30.0
2021/09/10/14:42:28.075923,4301,1631299348,75306653,,31.0,32.0,33.0,30.0
2021/09/10/14:42:28.092351,4302,1631299348,91276645,,31.0,32.0,33.0,30.0
2021/09/10/14:42:28.107650,4303,1631299348,107086658,,31.0,32.0,33.0,34.0
2021/09/10/14:42:28.134890,4304,1631299348,134166717,,31.0,33.0,33.0,34.0
2021/09/10/14:42:28.150640,4305,1631299348,150083541,,31.0,33.0,33.0,34.0
2021/09/10/14:42:28.176936,4306,1631299348,176071643,,31.0,33.0,33.0,34.0
2021/09/10/14:42:28.192846,4307,1631299348,192025899,,31.0,33.0,33.0,34.0
2021/09/10/14:42:28.208646,4308,1631299348,208003520,,31.0,33.0,33.0,34.0
2021/09/10/14:42:28.234712,4309,1631299348,234040021,,31.0,33.0,33.0,34.0
2021/09/10/14:42:28.250738,4310,1631299348,249942779,,31.0,33.0,33.0,34.0
2021/09/10/14:42:28.276370,4311,1631299348,275813341,,38.0,33.0,33.0,34.0
2021/09/10/14:42:28.292360,4312,1631299348,291781425,,38.0,33.0,33.0,34.0
2021/09/10/14:42:28.308503,4313,1631299348,307752847,,38.0,33.0,33.0,34.0
