time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.front_left,.front_right,.rear_left,.rear_right
2021/09/10/14:45:06.431304,10156,1631299506,431050062,,0.0,0.0,0.0,0.0
2021/09/10/14:45:06.447422,10157,1631299506,447104930,,0.0,0.0,0.0,0.0
2021/09/10/14:45:06.473568,10158,1631299506,473151683,,0.0,0.0,0.0,0.0
2021/09/10/14:45:06.489689,10159,1631299506,489109039,,0.0,0.0,0.0,0.0
2021/09/10/14:45:06.515582,10160,1631299506,515050172,,0.0,0.0,0.0,0.0
2021/09/10/14:45:06.531770,10161,1631299506,531045913,,0.0,0.0,0.0,0.0
2021/09/10/14:45:06.547470,10162,1631299506,546977043,,0.0,0.0,0.0,0.0
2021/09/10/14:45:06.574587,10163,1631299506,573959589,,0.0,0.0,0.0,0.0
2021/09/10/14:45:06.590934,10164,1631299506,589956521,,0.0,0.0,0.0,0.0
2021/09/10/14:45:06.616943,10165,1631299506,615894079,,0.0,0.0,0.0,0.0
2021/09/10/14:45:06.632880,10166,1631299506,631919384,,0.0,0.0,0.0,0.0
2021/09/10/14:45:06.648325,10167,1631299506,647813320,,0.0,0.0,0.0,0.0
2021/09/10/14:45:06.674384,10168,1631299506,673739671,,0.0,0.0,0.0,0.0
2021/09/10/14:45:06.690328,10169,1631299506,689765453,,0.0,0.0,0.0,0.0
2021/09/10/14:45:06.716322,10170,1631299506,715664625,,0.0,0.0,0.0,0.0
2021/09/10/14:45:06.732279,10171,1631299506,731645584,,0.0,0.0,0.0,0.0
2021/09/10/14:45:06.748454,10172,1631299506,747613430,,0.0,0.0,0.0,0.0
2021/09/10/14:45:06.774110,10173,1631299506,773552179,,0.0,0.0,0.0,0.0
2021/09/10/14:45:06.789825,10174,1631299506,789466381,,0.0,0.0,0.0,0.0
2021/09/10/14:45:06.816027,10175,1631299506,815502643,,0.0,0.0,0.0,0.0
2021/09/10/14:45:06.832126,10176,1631299506,831449747,,0.0,0.0,0.0,0.0
2021/09/10/14:45:06.847954,10177,1631299506,847430229,,0.0,0.0,0.0,0.0
2021/09/10/14:45:06.874300,10178,1631299506,873512029,,0.0,0.0,0.0,0.0
2021/09/10/14:45:06.890043,10179,1631299506,889426946,,0.0,0.0,0.0,0.0
2021/09/10/14:45:06.916004,10180,1631299506,915367364,,0.0,0.0,0.0,0.0
2021/09/10/14:45:06.931859,10181,1631299506,931253433,,0.0,0.0,0.0,0.0
2021/09/10/14:45:07.019084,10182,1631299507,18509387,,0.0,0.0,0.0,0.0
2021/09/10/14:45:07.020987,10183,1631299507,20636081,,0.0,25.0,26.0,0.0
2021/09/10/14:45:07.021473,10184,1631299507,21131515,,0.0,25.0,26.0,28.0
2021/09/10/14:45:07.047028,10185,1631299507,46002388,,0.0,25.0,26.0,28.0
2021/09/10/14:45:07.047069,10186,1631299507,46586990,,27.0,25.0,26.0,28.0
