time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.front_left,.front_right,.rear_left,.rear_right
2021/09/10/13:56:47.083273,8799,1631296607,82824230,,0.0,0.0,0.0,0.0
2021/09/10/13:56:47.099144,8800,1631296607,98773002,,0.0,0.0,0.0,0.0
2021/09/10/13:56:47.125302,8801,1631296607,124834537,,0.0,0.0,0.0,0.0
2021/09/10/13:56:47.141472,8802,1631296607,140791654,,0.0,0.0,0.0,0.0
2021/09/10/13:56:47.157167,8803,1631296607,156723260,,0.0,0.0,0.0,0.0
2021/09/10/13:56:47.184359,8804,1631296607,183816909,,0.0,0.0,0.0,0.0
2021/09/10/13:56:47.200287,8805,1631296607,199627637,,0.0,0.0,0.0,0.0
2021/09/10/13:56:47.226261,8806,1631296607,225622177,,0.0,0.0,0.0,0.0
2021/09/10/13:56:47.242299,8807,1631296607,241590023,,0.0,0.0,0.0,0.0
2021/09/10/13:56:47.258577,8808,1631296607,257676362,,0.0,0.0,0.0,0.0
2021/09/10/13:56:47.284427,8809,1631296607,283485651,,0.0,0.0,0.0,0.0
2021/09/10/13:56:47.300490,8810,1631296607,299551010,,0.0,0.0,0.0,0.0
2021/09/10/13:56:47.326175,8811,1631296607,325496196,,0.0,0.0,0.0,0.0
2021/09/10/13:56:47.341954,8812,1631296607,341370820,,0.0,0.0,0.0,0.0
2021/09/10/13:56:47.357998,8813,1631296607,357426166,,0.0,0.0,0.0,0.0
2021/09/10/13:56:47.383993,8814,1631296607,383379220,,0.0,0.0,0.0,0.0
2021/09/10/13:56:47.399804,8815,1631296607,399300336,,0.0,0.0,0.0,0.0
2021/09/10/13:56:47.425618,8816,1631296607,425238847,,0.0,0.0,0.0,0.0
2021/09/10/13:56:47.441390,8817,1631296607,441128492,,0.0,0.0,0.0,0.0
2021/09/10/13:56:47.457780,8818,1631296607,457146167,,0.0,0.0,0.0,0.0
2021/09/10/13:56:47.483438,8819,1631296607,483132362,,0.0,0.0,0.0,0.0
2021/09/10/13:56:47.499581,8820,1631296607,499077320,,0.0,0.0,0.0,0.0
2021/09/10/13:56:47.526735,8821,1631296607,526126623,,0.0,0.0,0.0,0.0
2021/09/10/13:56:47.542483,8822,1631296607,542080402,,0.0,0.0,0.0,0.0
2021/09/10/13:56:47.558800,8823,1631296607,558052301,,0.0,0.0,0.0,0.0
2021/09/10/13:56:47.584322,8824,1631296607,583921432,,0.0,0.0,0.0,0.0
2021/09/10/13:56:47.600156,8825,1631296607,599849224,,0.0,0.0,0.0,0.0
2021/09/10/13:56:47.626191,8826,1631296607,625844001,,0.0,0.0,0.0,0.0
2021/09/10/13:56:47.641932,8827,1631296607,641727447,,0.0,0.0,0.0,0.0
2021/09/10/13:56:47.658503,8828,1631296607,657860994,,0.0,0.0,0.0,0.0
2021/09/10/13:56:47.684025,8829,1631296607,683727025,,0.0,0.0,0.0,0.0
2021/09/10/13:56:47.700136,8830,1631296607,699767112,,0.0,0.0,0.0,0.0
2021/09/10/13:56:47.725999,8831,1631296607,725700378,,0.0,0.0,0.0,0.0
2021/09/10/13:56:47.741917,8832,1631296607,741621494,,0.0,0.0,0.0,0.0
2021/09/10/13:56:47.758288,8833,1631296607,757689237,,0.0,0.0,0.0,0.0
2021/09/10/13:56:47.784029,8834,1631296607,783621549,,0.0,0.0,0.0,0.0
2021/09/10/13:56:47.799806,8835,1631296607,799519062,,0.0,0.0,0.0,0.0
2021/09/10/13:56:47.825791,8836,1631296607,825443506,,0.0,0.0,0.0,0.0
2021/09/10/13:56:47.841830,8837,1631296607,841446161,,0.0,0.0,0.0,0.0
2021/09/10/13:56:47.858102,8838,1631296607,857517004,,0.0,0.0,0.0,0.0
2021/09/10/13:56:47.883847,8839,1631296607,883402347,,0.0,0.0,0.0,0.0
2021/09/10/13:56:47.900159,8840,1631296607,899378538,,0.0,0.0,0.0,0.0
2021/09/10/13:56:47.925617,8841,1631296607,925304889,,0.0,0.0,0.0,0.0
2021/09/10/13:56:47.941694,8842,1631296607,941284179,,0.0,0.0,0.0,0.0
2021/09/10/13:56:47.957997,8843,1631296607,957353591,,0.0,0.0,0.0,0.0
2021/09/10/13:56:47.983622,8844,1631296607,983275413,,0.0,0.0,0.0,0.0
2021/09/10/13:56:47.999632,8845,1631296607,999222278,,0.0,0.0,0.0,0.0
