time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.front_left,.front_right,.rear_left,.rear_right
2021/09/10/13:54:32.599619,4918,1631296472,599307775,,1.0,1.0,1.0,1.0
2021/09/10/13:54:32.625930,4919,1631296472,625302553,,1.0,1.0,1.0,1.0
2021/09/10/13:54:32.641866,4920,1631296472,641363382,,1.0,1.0,1.0,1.0
2021/09/10/13:54:32.657771,4921,1631296472,657291412,,1.0,1.0,1.0,1.0
2021/09/10/13:54:32.684047,4922,1631296472,683298349,,1.0,1.0,1.0,1.0
2021/09/10/13:54:32.699747,4923,1631296472,699188232,,1.0,1.0,1.0,1.0
2021/09/10/13:54:32.725881,4924,1631296472,725167512,,1.0,1.0,1.0,1.0
2021/09/10/13:54:32.742027,4925,1631296472,741226911,,1.0,1.0,1.0,1.0
2021/09/10/13:54:32.757746,4926,1631296472,757119178,,1.0,1.0,1.0,1.0
2021/09/10/13:54:32.784783,4927,1631296472,784080028,,1.0,1.0,1.0,1.0
2021/09/10/13:54:32.800798,4928,1631296472,800042629,,1.0,1.0,1.0,1.0
2021/09/10/13:54:32.826632,4929,1631296472,826045036,,1.0,1.0,1.0,1.0
2021/09/10/13:54:32.842778,4930,1631296472,841982126,,1.0,1.0,1.0,1.0
2021/09/10/13:54:32.858573,4931,1631296472,857947826,,1.0,1.0,1.0,1.0
2021/09/10/13:54:32.884497,4932,1631296472,883899211,,1.0,1.0,1.0,1.0
2021/09/10/13:54:32.900760,4933,1631296472,899865150,,1.0,1.0,1.0,1.0
2021/09/10/13:54:32.926340,4934,1631296472,925780296,,1.0,1.0,1.0,1.0
2021/09/10/13:54:32.942719,4935,1631296472,941819906,,1.0,1.0,1.0,1.0
2021/09/10/13:54:32.958448,4936,1631296472,957756280,,1.0,1.0,1.0,1.0
2021/09/10/13:54:32.984206,4937,1631296472,983682394,,1.0,1.0,1.0,1.0
2021/09/10/13:54:33.000169,4938,1631296472,999680757,,1.0,1.0,1.0,1.0
2021/09/10/13:54:33.026217,4939,1631296473,25590181,,1.0,1.0,1.0,1.0
2021/09/10/13:54:33.042202,4940,1631296473,41553020,,1.0,1.0,1.0,1.0
2021/09/10/13:54:33.058326,4941,1631296473,57622909,,1.0,1.0,1.0,1.0
2021/09/10/13:54:33.084061,4942,1631296473,83551645,,1.0,1.0,1.0,1.0
2021/09/10/13:54:33.100652,4943,1631296473,99565267,,1.0,1.0,1.0,1.0
2021/09/10/13:54:33.126005,4944,1631296473,125480890,,1.0,1.0,1.0,1.0
2021/09/10/13:54:33.142201,4945,1631296473,141450166,,1.0,1.0,1.0,1.0
2021/09/10/13:54:33.157863,4946,1631296473,157365083,,1.0,1.0,1.0,1.0
2021/09/10/13:54:33.183914,4947,1631296473,183412075,,1.0,1.0,1.0,1.0
2021/09/10/13:54:33.200159,4948,1631296473,199280977,,1.0,1.0,1.0,1.0
2021/09/10/13:54:33.225808,4949,1631296473,225182294,,1.0,1.0,1.0,1.0
2021/09/10/13:54:33.241626,4950,1631296473,241174697,,1.0,1.0,1.0,1.0
2021/09/10/13:54:33.257862,4951,1631296473,257219076,,1.0,1.0,1.0,1.0
2021/09/10/13:54:33.283831,4952,1631296473,283203601,,1.0,1.0,1.0,1.0
2021/09/10/13:54:33.299901,4953,1631296473,299320220,,1.0,1.0,1.0,1.0
2021/09/10/13:54:33.326174,4954,1631296473,325256347,,1.0,1.0,1.0,1.0
2021/09/10/13:54:33.341774,4955,1631296473,341070175,,1.0,1.0,1.0,1.0
2021/09/10/13:54:33.358032,4956,1631296473,357089757,,1.0,1.0,1.0,1.0
2021/09/10/13:54:33.384509,4957,1631296473,384074211,,1.0,1.0,1.0,1.0
2021/09/10/13:54:33.400881,4958,1631296473,400022983,,1.0,1.0,1.0,1.0
2021/09/10/13:54:33.426224,4959,1631296473,425883531,,1.0,1.0,1.0,1.0
2021/09/10/13:54:33.442304,4960,1631296473,441832304,,1.0,1.0,1.0,1.0
2021/09/10/13:54:33.458719,4961,1631296473,457983970,,1.0,1.0,1.0,1.0
2021/09/10/13:54:33.484214,4962,1631296473,483757495,,1.0,1.0,1.0,1.0
2021/09/10/13:54:33.500099,4963,1631296473,499754667,,1.0,1.0,1.0,1.0
2021/09/10/13:54:33.526033,4964,1631296473,525712490,,1.0,1.0,1.0,1.0
2021/09/10/13:54:33.541979,4965,1631296473,541633129,,1.0,1.0,1.0,1.0
2021/09/10/13:54:33.558508,4966,1631296473,557736396,,1.0,1.0,1.0,1.0
2021/09/10/13:54:33.584000,4967,1631296473,583648681,,1.0,1.0,1.0,1.0
2021/09/10/13:54:33.599956,4968,1631296473,599604129,,1.0,1.0,1.0,1.0
2021/09/10/13:54:33.625893,4969,1631296473,625561952,,1.0,1.0,1.0,1.0
2021/09/10/13:54:33.641817,4970,1631296473,641459465,,1.0,1.0,1.0,1.0
2021/09/10/13:54:33.657968,4971,1631296473,657536268,,1.0,1.0,1.0,1.0
2021/09/10/13:54:33.683876,4972,1631296473,683478116,,1.0,1.0,1.0,1.0
2021/09/10/13:54:33.699956,4973,1631296473,699460983,,1.0,1.0,1.0,1.0
2021/09/10/13:54:33.725710,4974,1631296473,725312948,,1.0,1.0,1.0,1.0
2021/09/10/13:54:33.741911,4975,1631296473,741382837,,1.0,1.0,1.0,1.0
2021/09/10/13:54:33.757716,4976,1631296473,757324457,,1.0,1.0,1.0,1.0
2021/09/10/13:54:33.783518,4977,1631296473,783276081,,1.0,1.0,1.0,1.0
2021/09/10/13:54:33.799676,4978,1631296473,799219846,,1.0,1.0,1.0,1.0
2021/09/10/13:54:33.825548,4979,1631296473,825109720,,1.0,1.0,1.0,1.0
2021/09/10/13:54:33.841665,4980,1631296473,841150045,,1.0,1.0,1.0,1.0
2021/09/10/13:54:33.857831,4981,1631296473,857113599,,1.0,1.0,1.0,1.0
2021/09/10/13:54:33.884364,4982,1631296473,884025096,,1.0,1.0,1.0,1.0
2021/09/10/13:54:33.900448,4983,1631296473,899977207,,1.0,1.0,1.0,1.0
2021/09/10/13:54:33.927331,4984,1631296473,926983594,,1.0,1.0,1.0,1.0
2021/09/10/13:54:33.943320,4985,1631296473,943022727,,1.0,1.0,1.0,1.0
2021/09/10/13:54:33.959655,4986,1631296473,959026813,,1.0,1.0,1.0,1.0
2021/09/10/13:54:33.985116,4987,1631296473,984830141,,1.0,1.0,1.0,1.0
2021/09/10/13:54:34.001379,4988,1631296474,803232,,1.0,1.0,1.0,1.0
