time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.front_left,.front_right,.rear_left,.rear_right
2021/09/10/13:58:22.032527,10047,1631296702,32111883,,160.0,161.0,157.0,154.0
2021/09/10/13:58:22.034307,10048,1631296702,33968925,,160.0,154.0,157.0,154.0
2021/09/10/13:58:22.035187,10049,1631296702,34667253,,160.0,154.0,158.0,153.0
2021/09/10/13:58:22.060289,10050,1631296702,59706687,,159.0,154.0,158.0,153.0
2021/09/10/13:58:22.061348,10051,1631296702,60710430,,159.0,156.0,158.0,153.0
2021/09/10/13:58:22.086155,10052,1631296702,85670948,,159.0,156.0,158.0,153.0
2021/09/10/13:58:22.102188,10053,1631296702,101693630,,158.0,156.0,155.0,153.0
2021/09/10/13:58:22.118221,10054,1631296702,117614746,,156.0,156.0,155.0,153.0
2021/09/10/13:58:22.144128,10055,1631296702,143666505,,156.0,153.0,155.0,153.0
2021/09/10/13:58:22.160128,10056,1631296702,159512281,,156.0,153.0,155.0,153.0
2021/09/10/13:58:22.186332,10057,1631296702,185478687,,151.0,153.0,151.0,151.0
2021/09/10/13:58:22.202292,10058,1631296702,201517105,,151.0,153.0,151.0,151.0
2021/09/10/13:58:22.218424,10059,1631296702,217578649,,151.0,151.0,151.0,151.0
2021/09/10/13:58:22.244066,10060,1631296702,243398904,,151.0,151.0,151.0,151.0
2021/09/10/13:58:22.260095,10061,1631296702,259329795,,152.0,151.0,148.0,153.0
2021/09/10/13:58:22.285903,10062,1631296702,285271167,,152.0,151.0,148.0,153.0
2021/09/10/13:58:22.302138,10063,1631296702,301258563,,152.0,150.0,148.0,153.0
2021/09/10/13:58:22.317651,10064,1631296702,317173957,,152.0,150.0,148.0,153.0
2021/09/10/13:58:22.343889,10065,1631296702,343118429,,148.0,150.0,148.0,147.0
2021/09/10/13:58:22.359704,10066,1631296702,359138488,,147.0,150.0,148.0,147.0
2021/09/10/13:58:22.385931,10067,1631296702,385149478,,147.0,149.0,148.0,147.0
2021/09/10/13:58:22.401887,10068,1631296702,401146650,,147.0,149.0,148.0,147.0
2021/09/10/13:58:22.417483,10069,1631296702,417003393,,147.0,149.0,144.0,146.0
2021/09/10/13:58:22.443472,10070,1631296702,443041563,,144.0,149.0,144.0,146.0
2021/09/10/13:58:22.459828,10071,1631296702,459178209,,144.0,148.0,144.0,146.0
2021/09/10/13:58:22.485347,10072,1631296702,484848737,,144.0,148.0,144.0,146.0
2021/09/10/13:58:22.501207,10073,1631296702,500795602,,144.0,148.0,142.0,146.0
2021/09/10/13:58:22.517161,10074,1631296702,516794919,,145.0,148.0,142.0,146.0
2021/09/10/13:58:22.543022,10075,1631296702,542716026,,145.0,147.0,142.0,146.0
2021/09/10/13:58:22.559502,10076,1631296702,558915376,,145.0,147.0,142.0,146.0
2021/09/10/13:58:22.584972,10077,1631296702,584647178,,145.0,147.0,140.0,146.0
2021/09/10/13:58:22.601102,10078,1631296702,600615262,,145.0,147.0,140.0,143.0
2021/09/10/13:58:22.617356,10079,1631296702,616708993,,145.0,146.0,140.0,143.0
2021/09/10/13:58:22.644196,10080,1631296702,643641233,,145.0,146.0,140.0,143.0
