time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.front_left,.front_right,.rear_left,.rear_right
2021/09/10/15:24:29.859118,57136,1631301869,858692884,,53.0,56.0,60.0,59.0
2021/09/10/15:24:29.886034,57137,1631301869,885704517,,53.0,56.0,60.0,59.0
2021/09/10/15:24:29.902032,57138,1631301869,901676654,,53.0,56.0,60.0,59.0
2021/09/10/15:24:29.927891,57139,1631301869,927599906,,53.0,56.0,60.0,59.0
2021/09/10/15:24:29.943970,57140,1631301869,943589448,,53.0,56.0,60.0,59.0
2021/09/10/15:24:29.960103,57141,1631301869,959660291,,53.0,56.0,60.0,59.0
2021/09/10/15:24:29.986410,57142,1631301869,985564947,,57.0,56.0,60.0,59.0
2021/09/10/15:24:30.001927,57143,1631301870,1510381,,57.0,56.0,60.0,59.0
2021/09/10/15:24:30.028457,57144,1631301870,27615070,,57.0,56.0,63.0,59.0
2021/09/10/15:24:30.044319,57145,1631301870,43535232,,57.0,56.0,63.0,62.0
2021/09/10/15:24:30.060387,57146,1631301870,59531450,,57.0,59.0,63.0,62.0
2021/09/10/15:24:30.086523,57147,1631301870,85572004,,57.0,59.0,63.0,62.0
2021/09/10/15:24:30.102252,57148,1631301870,101431369,,57.0,59.0,63.0,62.0
2021/09/10/15:24:30.128598,57149,1631301870,127413272,,57.0,59.0,63.0,62.0
2021/09/10/15:24:30.144251,57150,1631301870,143471002,,57.0,59.0,63.0,62.0
2021/09/10/15:24:30.159667,57151,1631301870,159213304,,57.0,59.0,63.0,62.0
2021/09/10/15:24:30.185640,57152,1631301870,185261011,,61.0,59.0,63.0,62.0
2021/09/10/15:24:30.201787,57153,1631301870,201109170,,61.0,59.0,65.0,62.0
2021/09/10/15:24:30.227890,57154,1631301870,227151155,,61.0,59.0,65.0,66.0
2021/09/10/15:24:30.243956,57155,1631301870,243203401,,61.0,59.0,65.0,66.0
2021/09/10/15:24:30.259983,57156,1631301870,259154796,,61.0,63.0,65.0,66.0
2021/09/10/15:24:30.286121,57157,1631301870,285213947,,61.0,63.0,65.0,66.0
2021/09/10/15:24:30.301701,57158,1631301870,301084041,,61.0,63.0,65.0,66.0
2021/09/10/15:24:30.328311,57159,1631301870,327106237,,61.0,63.0,65.0,66.0
2021/09/10/15:24:30.343693,57160,1631301870,343013286,,61.0,63.0,65.0,66.0
2021/09/10/15:24:30.359850,57161,1631301870,359011411,,64.0,63.0,65.0,66.0
2021/09/10/15:24:30.386774,57162,1631301870,386079072,,64.0,63.0,68.0,66.0
2021/09/10/15:24:30.402639,57163,1631301870,401894092,,64.0,63.0,68.0,67.0
2021/09/10/15:24:30.428137,57164,1631301870,427697420,,64.0,63.0,68.0,67.0
2021/09/10/15:24:30.444286,57165,1631301870,443706035,,64.0,65.0,68.0,67.0
2021/09/10/15:24:30.461008,57166,1631301870,459966897,,64.0,65.0,68.0,67.0
2021/09/10/15:24:30.485896,57167,1631301870,485606193,,64.0,65.0,68.0,67.0
2021/09/10/15:24:30.501794,57168,1631301870,501536369,,64.0,65.0,68.0,67.0
2021/09/10/15:24:30.527901,57169,1631301870,527561902,,64.0,65.0,68.0,67.0
2021/09/10/15:24:30.543858,57170,1631301870,543497323,,65.0,65.0,71.0,67.0
2021/09/10/15:24:30.559898,57171,1631301870,559510469,,65.0,65.0,71.0,70.0
2021/09/10/15:24:30.585829,57172,1631301870,585393428,,65.0,65.0,71.0,70.0
2021/09/10/15:24:30.601825,57173,1631301870,601401329,,65.0,65.0,71.0,70.0
2021/09/10/15:24:30.627748,57174,1631301870,627406835,,65.0,68.0,71.0,70.0
2021/09/10/15:24:30.643764,57175,1631301870,643270730,,65.0,68.0,71.0,70.0
2021/09/10/15:24:30.660035,57176,1631301870,659398555,,65.0,68.0,71.0,70.0
2021/09/10/15:24:30.685613,57177,1631301870,685245275,,65.0,68.0,71.0,70.0
2021/09/10/15:24:30.701936,57178,1631301870,701295852,,65.0,68.0,71.0,70.0
2021/09/10/15:24:30.727696,57179,1631301870,727184057,,69.0,68.0,72.0,70.0
2021/09/10/15:24:30.743615,57180,1631301870,743164300,,69.0,68.0,72.0,72.0
2021/09/10/15:24:30.759755,57181,1631301870,759168624,,69.0,68.0,72.0,72.0
2021/09/10/15:24:30.785489,57182,1631301870,785115957,,69.0,70.0,72.0,72.0
2021/09/10/15:24:30.801567,57183,1631301870,801057815,,69.0,70.0,72.0,72.0
2021/09/10/15:24:30.827425,57184,1631301870,827030181,,69.0,70.0,72.0,72.0
2021/09/10/15:24:30.843443,57185,1631301870,842965841,,69.0,70.0,72.0,72.0
2021/09/10/15:24:30.859491,57186,1631301870,859016895,,69.0,70.0,72.0,72.0
2021/09/10/15:24:30.886420,57187,1631301870,885862827,,72.0,70.0,74.0,72.0
2021/09/10/15:24:30.902630,57188,1631301870,901880025,,72.0,70.0,74.0,74.0
2021/09/10/15:24:30.928267,57189,1631301870,927771329,,72.0,70.0,74.0,74.0
2021/09/10/15:24:30.944114,57190,1631301870,943728446,,72.0,73.0,74.0,74.0
2021/09/10/15:24:30.960397,57191,1631301870,959821224,,72.0,73.0,74.0,74.0
2021/09/10/15:24:30.986209,57192,1631301870,985702276,,72.0,73.0,74.0,74.0
2021/09/10/15:24:31.002409,57193,1631301871,1722812,,72.0,73.0,74.0,74.0
2021/09/10/15:24:31.027863,57194,1631301871,27566909,,72.0,73.0,77.0,74.0
2021/09/10/15:24:31.043973,57195,1631301871,43610572,,75.0,73.0,77.0,76.0
2021/09/10/15:24:31.060013,57196,1631301871,59556245,,75.0,73.0,77.0,76.0
2021/09/10/15:24:31.085935,57197,1631301871,85449934,,75.0,73.0,77.0,76.0
2021/09/10/15:24:31.101946,57198,1631301871,101477861,,75.0,74.0,77.0,76.0
2021/09/10/15:24:31.127746,57199,1631301871,127419710,,75.0,74.0,77.0,76.0
2021/09/10/15:24:31.143712,57200,1631301871,143379211,,75.0,74.0,77.0,76.0
2021/09/10/15:24:31.159842,57201,1631301871,159381866,,75.0,74.0,77.0,76.0
2021/09/10/15:24:31.185847,57202,1631301871,185368537,,75.0,74.0,79.0,76.0
2021/09/10/15:24:31.201896,57203,1631301871,201414585,,79.0,74.0,79.0,78.0
2021/09/10/15:24:31.227517,57204,1631301871,227235078,,79.0,74.0,79.0,78.0
2021/09/10/15:24:31.243469,57205,1631301871,243153095,,79.0,74.0,79.0,78.0
