time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.front_left,.front_right,.rear_left,.rear_right
2021/09/10/15:01:31.912076,23978,1631300491,911752462,,0.0,0.0,0.0,0.0
2021/09/10/15:01:31.928309,23979,1631300491,927788972,,0.0,0.0,0.0,0.0
2021/09/10/15:01:32.015466,23980,1631300492,15084981,,0.0,0.0,0.0,0.0
2021/09/10/15:01:32.017629,23981,1631300492,17072677,,0.0,0.0,0.0,0.0
2021/09/10/15:01:32.018189,23982,1631300492,17811536,,0.0,0.0,0.0,0.0
2021/09/10/15:01:32.043159,23983,1631300492,42662382,,0.0,0.0,0.0,0.0
2021/09/10/15:01:32.043916,23984,1631300492,43474912,,0.0,0.0,0.0,0.0
2021/09/10/15:01:32.070311,23985,1631300492,69720029,,0.0,0.0,0.0,0.0
2021/09/10/15:01:32.086555,23986,1631300492,85568904,,0.0,0.0,0.0,0.0
2021/09/10/15:01:32.112250,23987,1631300492,111624717,,0.0,0.0,0.0,0.0
2021/09/10/15:01:32.128242,23988,1631300492,127663135,,0.0,0.0,0.0,0.0
2021/09/10/15:01:32.144078,23989,1631300492,143607616,,0.0,0.0,0.0,0.0
2021/09/10/15:01:32.170902,23990,1631300492,170509099,,0.0,0.0,0.0,0.0
2021/09/10/15:01:32.186959,23991,1631300492,186377525,,0.0,0.0,0.0,0.0
2021/09/10/15:01:32.213259,23992,1631300492,212455034,,0.0,0.0,0.0,0.0
2021/09/10/15:01:32.228888,23993,1631300492,228273868,,0.0,0.0,0.0,0.0
2021/09/10/15:01:32.244813,23994,1631300492,244317531,,0.0,0.0,0.0,0.0
2021/09/10/15:01:32.271118,23995,1631300492,270216226,,0.0,0.0,0.0,0.0
2021/09/10/15:01:32.287026,23996,1631300492,286259412,,0.0,0.0,0.0,0.0
2021/09/10/15:01:32.312808,23997,1631300492,312177181,,0.0,0.0,0.0,0.0
2021/09/10/15:01:32.328676,23998,1631300492,328121185,,0.0,0.0,0.0,0.0
2021/09/10/15:01:32.344977,23999,1631300492,344141244,,0.0,0.0,0.0,0.0
2021/09/10/15:01:32.370596,24000,1631300492,370074987,,0.0,0.0,0.0,0.0
2021/09/10/15:01:32.386731,24001,1631300492,386100292,,0.0,0.0,0.0,0.0
2021/09/10/15:01:32.412764,24002,1631300492,412096977,,0.0,0.0,0.0,0.0
2021/09/10/15:01:32.428265,24003,1631300492,427929639,,0.0,0.0,0.0,0.0
2021/09/10/15:01:32.444411,24004,1631300492,443920850,,0.0,0.0,0.0,0.0
2021/09/10/15:01:32.470140,24005,1631300492,469840764,,0.0,0.0,0.0,0.0
2021/09/10/15:01:32.486161,24006,1631300492,485798358,,0.0,0.0,0.0,0.0
2021/09/10/15:01:32.512665,24007,1631300492,511889457,,0.0,0.0,0.0,0.0
2021/09/10/15:01:32.527946,24008,1631300492,527704477,,0.0,0.0,0.0,0.0
2021/09/10/15:01:32.544276,24009,1631300492,543766736,,0.0,0.0,0.0,0.0
2021/09/10/15:01:32.570567,24010,1631300492,570202112,,0.0,0.0,0.0,0.0
2021/09/10/15:01:32.586206,24011,1631300492,585724353,,0.0,0.0,0.0,0.0
2021/09/10/15:01:32.612102,24012,1631300492,611589670,,0.0,0.0,0.0,0.0
2021/09/10/15:01:32.627962,24013,1631300492,627563238,,0.0,0.0,0.0,0.0
2021/09/10/15:01:32.643959,24014,1631300492,643561840,,0.0,0.0,0.0,0.0
2021/09/10/15:01:32.670404,24015,1631300492,669745206,,0.0,0.0,0.0,0.0
2021/09/10/15:01:32.685736,24016,1631300492,685472011,,0.0,0.0,0.0,0.0
2021/09/10/15:01:32.712063,24017,1631300492,711521387,,0.0,0.0,0.0,0.0
2021/09/10/15:01:32.727659,24018,1631300492,727406263,,0.0,0.0,0.0,0.0
2021/09/10/15:01:32.743728,24019,1631300492,743364810,,0.0,0.0,0.0,0.0
2021/09/10/15:01:32.770857,24020,1631300492,770481348,,0.0,0.0,0.0,0.0
2021/09/10/15:01:32.786620,24021,1631300492,786269664,,0.0,0.0,0.0,0.0
2021/09/10/15:01:32.812796,24022,1631300492,812358140,,0.0,0.0,0.0,0.0
2021/09/10/15:01:32.828629,24023,1631300492,828226566,,0.0,0.0,0.0,0.0
2021/09/10/15:01:32.844582,24024,1631300492,844196796,,0.0,0.0,0.0,0.0
2021/09/10/15:01:32.870965,24025,1631300492,870203733,,0.0,0.0,0.0,0.0
2021/09/10/15:01:32.886501,24026,1631300492,886140346,,0.0,0.0,0.0,0.0
2021/09/10/15:01:32.912635,24027,1631300492,912173748,,0.0,0.0,0.0,0.0
2021/09/10/15:01:32.928370,24028,1631300492,928033590,,0.0,0.0,0.0,0.0
2021/09/10/15:01:32.944419,24029,1631300492,943957567,,0.0,0.0,0.0,0.0
2021/09/10/15:01:32.970430,24030,1631300492,969991683,,0.0,0.0,0.0,0.0
2021/09/10/15:01:32.986519,24031,1631300492,986037492,,0.0,0.0,0.0,0.0
2021/09/10/15:01:33.012316,24032,1631300493,11919975,,0.0,0.0,0.0,0.0
2021/09/10/15:01:33.028252,24033,1631300493,27864694,,0.0,0.0,0.0,0.0
2021/09/10/15:01:33.044212,24034,1631300493,43854475,,0.0,0.0,0.0,0.0
2021/09/10/15:01:33.070129,24035,1631300493,69809675,,0.0,0.0,0.0,0.0
2021/09/10/15:01:33.086166,24036,1631300493,85834503,,0.0,0.0,0.0,0.0
2021/09/10/15:01:33.112296,24037,1631300493,111740350,,0.0,0.0,0.0,0.0
2021/09/10/15:01:33.128061,24038,1631300493,127697467,,0.0,0.0,0.0,0.0
2021/09/10/15:01:33.144222,24039,1631300493,143706083,,0.0,0.0,0.0,0.0
2021/09/10/15:01:33.170246,24040,1631300493,169688701,,0.0,0.0,0.0,0.0
2021/09/10/15:01:33.186024,24041,1631300493,185598134,,0.0,0.0,0.0,0.0
2021/09/10/15:01:33.212154,24042,1631300493,211680650,,0.0,0.0,0.0,0.0
2021/09/10/15:01:33.227934,24043,1631300493,227502822,,0.0,0.0,0.0,0.0
2021/09/10/15:01:33.243873,24044,1631300493,243503332,,0.0,0.0,0.0,0.0
2021/09/10/15:01:33.270498,24045,1631300493,269757509,,0.0,0.0,0.0,0.0
2021/09/10/15:01:33.285733,24046,1631300493,285394668,,0.0,0.0,0.0,0.0
2021/09/10/15:01:33.311918,24047,1631300493,311454534,,0.0,0.0,0.0,0.0
2021/09/10/15:01:33.327611,24048,1631300493,327295780,,0.0,0.0,0.0,0.0
2021/09/10/15:01:33.343664,24049,1631300493,343278169,,0.0,0.0,0.0,0.0
2021/09/10/15:01:33.370790,24050,1631300493,370312452,,0.0,0.0,0.0,0.0
2021/09/10/15:01:33.386565,24051,1631300493,386217594,,0.0,0.0,0.0,0.0
2021/09/10/15:01:33.412711,24052,1631300493,412238836,,0.0,0.0,0.0,0.0
