time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.front_left,.front_right,.rear_left,.rear_right
2021/09/10/15:12:17.368047,38164,1631301137,367785930,,4.0,5.0,4.0,4.0
2021/09/10/15:12:17.384505,38165,1631301137,383800029,,4.0,5.0,4.0,4.0
2021/09/10/15:12:17.410120,38166,1631301137,409753561,,4.0,5.0,4.0,4.0
2021/09/10/15:12:17.426284,38167,1631301137,425727844,,4.0,5.0,4.0,4.0
2021/09/10/15:12:17.442187,38168,1631301137,441728830,,4.0,5.0,4.0,4.0
2021/09/10/15:12:17.467891,38169,1631301137,467570304,,4.0,5.0,4.0,4.0
2021/09/10/15:12:17.483937,38170,1631301137,483609676,,4.0,5.0,4.0,4.0
2021/09/10/15:12:17.510145,38171,1631301137,509606599,,4.0,5.0,4.0,4.0
2021/09/10/15:12:17.525654,38172,1631301137,525413990,,4.0,5.0,4.0,4.0
2021/09/10/15:12:17.541814,38173,1631301137,541472673,,4.0,4.0,4.0,4.0
2021/09/10/15:12:17.568068,38174,1631301137,567547082,,4.0,4.0,4.0,4.0
2021/09/10/15:12:17.583527,38175,1631301137,583304405,,4.0,4.0,4.0,4.0
2021/09/10/15:12:17.609768,38176,1631301137,609334468,,4.0,4.0,4.0,4.0
2021/09/10/15:12:17.625637,38177,1631301137,625332593,,4.0,4.0,4.0,4.0
2021/09/10/15:12:17.641753,38178,1631301137,641322135,,4.0,4.0,4.0,4.0
2021/09/10/15:12:17.668753,38179,1631301137,668246269,,4.0,4.0,4.0,3.0
2021/09/10/15:12:17.684940,38180,1631301137,684271335,,4.0,4.0,4.0,3.0
2021/09/10/15:12:17.710398,38181,1631301137,710167169,,4.0,4.0,4.0,3.0
2021/09/10/15:12:17.726565,38182,1631301137,726204156,,4.0,4.0,4.0,3.0
2021/09/10/15:12:17.742572,38183,1631301137,742106437,,4.0,4.0,4.0,3.0
2021/09/10/15:12:17.768705,38184,1631301137,768233060,,4.0,4.0,4.0,3.0
2021/09/10/15:12:17.784270,38185,1631301137,783984184,,4.0,4.0,4.0,3.0
2021/09/10/15:12:17.810359,38186,1631301137,810003757,,4.0,4.0,4.0,3.0
2021/09/10/15:12:17.826214,38187,1631301137,825882673,,4.0,4.0,4.0,3.0
2021/09/10/15:12:17.842202,38188,1631301137,841898679,,4.0,4.0,4.0,3.0
2021/09/10/15:12:17.868347,38189,1631301137,867954969,,4.0,4.0,4.0,3.0
2021/09/10/15:12:17.883969,38190,1631301137,883777379,,4.0,4.0,4.0,3.0
2021/09/10/15:12:17.910222,38191,1631301137,909823417,,4.0,4.0,4.0,3.0
2021/09/10/15:12:17.926329,38192,1631301137,925754308,,4.0,4.0,4.0,3.0
2021/09/10/15:12:17.942580,38193,1631301137,941806554,,4.0,4.0,4.0,3.0
2021/09/10/15:12:17.968117,38194,1631301137,967760801,,4.0,4.0,4.0,3.0
